"velocity:0","velocity:1","velocity:2","u_f:0","u_f:1","u_f:2","p_f","p_c","p","T","porosity","peridotite","density","viscosity","thermal_expansivity","porosity_change","peridotite_change","nonadiabatic_temperature","nonadiabatic_pressure","melt_density","permeability","melt_viscosity","compaction_viscosity","melt_fraction","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2","velocity:0","velocity:1","velocity:2","u_f:0","u_f:1","u_f:2","p_f","p_c","p","T","porosity","peridotite","density","viscosity","thermal_expansivity","porosity_change","peridotite_change","nonadiabatic_temperature","nonadiabatic_pressure","melt_density","permeability","melt_viscosity","compaction_viscosity","melt_fraction","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2","velocity:0","velocity:1","velocity:2","u_f:0","u_f:1","u_f:2","p_f","p_c","p","T","porosity","peridotite","density","viscosity","thermal_expansivity","porosity_change","peridotite_change","nonadiabatic_temperature","nonadiabatic_pressure","melt_density","permeability","melt_viscosity","compaction_viscosity","melt_fraction","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2","velocity:0","velocity:1","velocity:2","u_f:0","u_f:1","u_f:2","p_f","p_c","p","T","porosity","peridotite","density","viscosity","thermal_expansivity","porosity_change","peridotite_change","nonadiabatic_temperature","nonadiabatic_pressure","melt_density","permeability","melt_viscosity","compaction_viscosity","melt_fraction","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0.05,0,0,-1.8217e-44,0,3.4158e+09,-4.3594e+06,3.4114e+09,1645.2,0,0,3437.3,5.0028e+18,3.5e-05,0,0,-0.18466,-7.2189e+06,3094,0,10,2.5014e+22,0,1,0,0,0,0,0,0.05,0,-1.4013e-45,8.7903e-29,0,3.4115e+09,-15.018,3.4115e+09,1645.2,0,0,3437.3,5.0028e+18,3.5e-05,0,0,-0.18466,-7.1012e+06,3094,0,10,2.5014e+22,0,1,0,0,0,0,0,0.05,0,0,-1.8217e-44,0,3.4148e+09,-4.3594e+06,3.4105e+09,1645.2,0,0,3437.3,5.0028e+18,3.5e-05,0,0,-0.18466,-8.1279e+06,3093.9,0,10,2.5014e+22,0,1,0,0,0,0,0,0.05,0,0,-1.8217e-44,0,3.4157e+09,-4.3594e+06,3.4113e+09,1645.2,0,0,3437.3,5.0028e+18,3.5e-05,0,0,-0.18466,-7.3196e+06,3094,0,10,2.5014e+22,0,1,0,0,0,0
0,0.050001,0,0,-2.9427e-44,0,3.4089e+09,-4.3594e+06,3.4045e+09,1645.2,-4.1686e-17,9.5488e-07,3437.3,5.0028e+18,3.5e-05,0,0,-0.18536,-7.2189e+06,3093.4,0,10,2.5014e+22,0,1,200,0,200,0,0,0.05,0,-1.8497e-45,1.4416e-28,0,3.4046e+09,-15.908,3.4046e+09,1645.2,1.0918e-09,-5.2626e-07,3437.3,5.0028e+18,3.5e-05,0,0,-0.18537,-7.1011e+06,3093.4,6.3555e-35,10,2.5014e+22,0,1,200,0,200,0,0,0.050001,0,0,-2.9427e-44,0,3.408e+09,-4.3594e+06,3.4036e+09,1645.2,-8.2001e-16,1.0936e-06,3437.3,5.0028e+18,3.5e-05,0,0,-0.18536,-8.1278e+06,3093.4,0,10,2.5014e+22,0,1,200,0,200,0,0,0.050001,0,0,-2.9427e-44,0,3.4088e+09,-4.3595e+06,3.4044e+09,1645.2,-1.0713e-15,1.1138e-06,3437.3,5.0028e+18,3.5e-05,0,0,-0.18536,-7.3195e+06,3093.4,0,10,2.5014e+22,0,1,200,0,200,0
0,0.050002,0,0,-4.0638e-44,0,3.402e+09,-4.3595e+06,3.3976e+09,1645.1,-8.3373e-17,1.9098e-06,3437.2,5.0028e+18,3.5e-05,0,0,-0.18606,-7.2188e+06,3092.9,0,10,2.5014e+22,0,1,400,0,400,0,0,0.05,0,-2.2981e-45,2.0042e-28,0,3.3978e+09,-16.798,3.3978e+09,1645.1,2.1837e-09,-1.0525e-06,3437.2,5.0028e+18,3.5e-05,0,0,-0.18609,-7.101e+06,3092.9,1.2711e-34,10,2.5014e+22,0,1,400,0,400,0,0,0.050002,0,0,-4.0638e-44,0,3.4011e+09,-4.3594e+06,3.3967e+09,1645.1,-1.64e-15,2.1872e-06,3437.2,5.0028e+18,3.5e-05,0,0,-0.18607,-8.1277e+06,3092.8,0,10,2.5014e+22,0,1,400,0,400,0,0,0.050002,0,0,-4.0638e-44,0,3.4019e+09,-4.3595e+06,3.3975e+09,1645.1,-2.1426e-15,2.2276e-06,3437.2,5.0028e+18,3.5e-05,0,0,-0.18607,-7.3194e+06,3092.9,0,10,2.5014e+22,0,1,400,0,400,0
0,0.050003,0,0,-5.1848e-44,0,3.3951e+09,-4.3595e+06,3.3908e+09,1645,-1.2506e-16,2.8646e-06,3437.1,5.0028e+18,3.5e-05,0,0,-0.18677,-7.2187e+06,3092.3,0,10,2.5014e+22,0,1,600,0,600,0,0,0.05,0,-2.7465e-45,2.5668e-28,0,3.3909e+09,-17.687,3.3909e+09,1645,3.2755e-09,-1.5788e-06,3437.1,5.0028e+18,3.5e-05,0,0,-0.1868,-7.101e+06,3092.3,1.9066e-34,10,2.5014e+22,0,1,600,0,600,0,0,0.050003,0,0,-5.1848e-44,0,3.3942e+09,-4.3594e+06,3.3899e+09,1645,-2.46e-15,3.2808e-06,3437.1,5.0028e+18,3.5e-05,0,0,-0.18677,-8.1276e+06,3092.2,0,10,2.5014e+22,0,1,600,0,600,0,0,0.050003,0,0,-5.1848e-44,0,3.395e+09,-4.3595e+06,3.3907e+09,1645,-3.214e-15,3.3415e-06,3437.1,5.0028e+18,3.5e-05,0,0,-0.18677,-7.3193e+06,3092.3,0,10,2.5014e+22,0,1,600,0,600,0
0,0.050004,0,0,-1.227e-43,0,3.3883e+09,-4.3595e+06,3.3839e+09,1644.9,8.3499e-17,1.6901e-06,3437,5.0029e+18,3.5e-05,0,0,-0.18754,-7.2186e+06,3091.7,0,10,2.5014e+22,0,1,800,0,800,0,0,0.05,0,-5.9415e-45,6.0829e-28,0,3.384e+09,-15.424,3.384e+09,1644.9,2.6654e-09,-1.3347e-06,3437,5.0029e+18,3.5e-05,0,0,-0.18759,-7.1009e+06,3091.8,1.4358e-34,10,2.5014e+22,0,1,800,0,800,0,0,0.050004,0,0,-1.227e-43,0,3.3873e+09,-4.3595e+06,3.383e+09,1644.9,3.168e-15,2.0197e-06,3437,5.0029e+18,3.5e-05,0,0,-0.18755,-8.1275e+06,3091.7,0,10,2.5014e+22,0,1,800,0,800,0,0,0.050004,0,0,-1.227e-43,0,3.3882e+09,-4.3595e+06,3.3838e+09,1644.9,3.2485e-15,2.058e-06,3437,5.0029e+18,3.5e-05,0,0,-0.18755,-7.3192e+06,3091.7,0,10,2.5014e+22,0,1,800,0,800,0
0,0.050006,0,0,-2.0207e-43,0,3.3814e+09,-4.3595e+06,3.377e+09,1644.8,3.2781e-16,2.1134e-07,3437,5.0029e+18,3.5e-05,0,0,-0.18833,-7.2186e+06,3091.2,0,10,2.5014e+22,0,1,1000,0,1000,0,0,0.05,0,-9.5288e-45,1.0021e-27,0,3.3771e+09,-12.711,3.3771e+09,1644.8,1.8121e-09,-9.8069e-07,3437,5.0029e+18,3.5e-05,0,0,-0.18839,-7.1008e+06,3091.2,8.0687e-35,10,2.5014e+22,0,1,1000,0,1000,0,0,0.050006,0,0,-2.0207e-43,0,3.3805e+09,-4.3595e+06,3.3761e+09,1644.8,9.7172e-15,4.2209e-07,3437,5.0029e+18,3.5e-05,0,0,-0.18834,-8.1274e+06,3091.1,0,10,2.5014e+22,0,1,1000,0,1000,0,0,0.050006,0,0,-2.0207e-43,0,3.3813e+09,-4.3595e+06,3.3769e+09,1644.8,1.0787e-14,4.3197e-07,3437,5.0029e+18,3.5e-05,0,0,-0.18834,-7.3192e+06,3091.2,0,10,2.5014e+22,0,1,1000,0,1000,0
0,0.050007,0,0,-2.8144e-43,0,3.3745e+09,-4.3595e+06,3.3701e+09,1644.7,5.7211e-16,-1.2674e-06,3436.9,5.0029e+18,3.5e-05,0,0,-0.18912,-7.2185e+06,3090.6,0,10,2.5014e+22,0,1,1200,0,1200,0,0,0.05,0,-1.3116e-44,1.3959e-27,0,3.3703e+09,-9.9977,3.3703e+09,1644.7,9.5887e-10,-6.2662e-07,3436.9,5.0029e+18,3.5e-05,0,0,-0.18919,-7.1007e+06,3090.6,1.7795e-35,10,2.5014e+22,0,1,1200,0,1200,0,0,0.050007,0,0,-2.8144e-43,0,3.3736e+09,-4.3595e+06,3.3692e+09,1644.7,1.6266e-14,-1.1755e-06,3436.9,5.0029e+18,3.5e-05,0,0,-0.18913,-8.1273e+06,3090.6,0,10,2.5014e+22,0,1,1200,0,1200,0,0,0.050007,0,0,-2.8144e-43,0,3.3744e+09,-4.3595e+06,3.37e+09,1644.7,1.8326e-14,-1.194e-06,3436.9,5.0029e+18,3.5e-05,0,0,-0.18913,-7.3191e+06,3090.6,0,10,2.5014e+22,0,1,1200,0,1200,0
0,0.050008,0,0,-6.497e-43,0,3.3676e+09,-4.3595e+06,3.3633e+09,1644.6,3.7749e-16,-3.4814e-07,3436.8,5.0029e+18,3.5e-05,0,0,-0.18998,-7.2184e+06,3090.1,0,10,2.5014e+22,0,1,1400,0,1400,0,0,0.05,0,-3.0156e-44,3.2243e-27,0,3.3634e+09,-18.954,3.3634e+09,1644.6,4.7161e-10,-3.0521e-07,3436.8,5.0029e+18,3.5e-05,0,0,-0.19006,-7.1007e+06,3090.1,1.5748e-36,10,2.5014e+22,0,1,1400,0,1400,0,0,0.050008,0,0,-6.497e-43,0,3.3667e+09,-4.3595e+06,3.3624e+09,1644.6,1.3057e-14,-5.4463e-07,3436.8,5.0029e+18,3.5e-05,0,0,-0.18999,-8.1272e+06,3090,0,10,2.5014e+22,0,1,1400,0,1400,0,0,0.050008,0,0,-6.497e-43,0,3.3675e+09,-4.3595e+06,3.3632e+09,1644.6,1.4853e-14,-5.7085e-07,3436.8,5.0029e+18,3.5e-05,0,0,-0.18999,-7.319e+06,3090.1,0,10,2.5014e+22,0,1,1400,0,1400,0
0,0.050009,0,0,-1.1143e-42,0,3.3608e+09,-4.3595e+06,3.3564e+09,1644.5,3.6548e-17,1.3705e-06,3436.7,5.0029e+18,3.5e-05,0,0,-0.19085,-7.2183e+06,3089.5,0,10,2.5015e+22,0,1,1600,0,1600,0,0,0.05,0,-5.168e-44,5.5308e-27,0,3.3565e+09,-31.8,3.3565e+09,1644.5,1.0634e-10,5.3306e-09,3436.7,5.0029e+18,3.5e-05,0,0,-0.19095,-7.1006e+06,3089.5,9.1173e-37,10,2.5015e+22,0,1,1600,0,1600,0,0,0.050009,0,0,-1.1143e-42,0,3.3599e+09,-4.3595e+06,3.3555e+09,1644.5,6.5954e-15,8.2902e-07,3436.7,5.0029e+18,3.5e-05,0,0,-0.19087,-8.1271e+06,3089.4,0,10,2.5015e+22,0,1,1600,0,1600,0,0,0.050009,0,0,-1.1143e-42,0,3.3607e+09,-4.3595e+06,3.3563e+09,1644.5,7.7089e-15,8.0202e-07,3436.7,5.0029e+18,3.5e-05,0,0,-0.19087,-7.3189e+06,3089.5,0,10,2.5015e+22,0,1,1600,0,1600,0
0,0.05001,0,0,-1.5788e-42,0,3.3539e+09,-4.3595e+06,3.3495e+09,1644.4,-3.0439e-16,3.0891e-06,3436.7,5.0029e+18,3.5e-05,0,0,-0.19173,-7.2183e+06,3088.9,0,10,2.5015e+22,0,1,1800,0,1800,0,0,0.05,0,-7.3204e-44,7.8374e-27,0,3.3496e+09,-44.647,3.3496e+09,1644.4,-2.5892e-10,3.1587e-07,3436.7,5.0029e+18,3.5e-05,0,0,-0.19184,-7.1005e+06,3089,2.4865e-37,10,2.5015e+22,0,1,1800,0,1800,0,0,0.05001,0,0,-1.5788e-42,0,3.353e+09,-4.3595e+06,3.3486e+09,1644.4,1.3341e-16,2.2027e-06,3436.7,5.0029e+18,3.5e-05,0,0,-0.19175,-8.127e+06,3088.9,0,10,2.5015e+22,0,1,1800,0,1800,0,0,0.05001,0,0,-1.5788e-42,0,3.3538e+09,-4.3595e+06,3.3494e+09,1644.4,5.6494e-16,2.1749e-06,3436.7,5.0029e+18,3.5e-05,0,0,-0.19175,-7.3189e+06,3088.9,0,10,2.5015e+22,0,1,1800,0,1800,0
0,0.050011,0,0,-3.4464e-42,0,3.347e+09,-4.3595e+06,3.3427e+09,1644.3,-1.0976e-16,3.0238e-06,3436.6,5.0029e+18,3.5e-05,0,0,-0.19268,-7.2182e+06,3088.4,0,10,2.5015e+22,0,1,2000,0,2000,0,0,0.05,0,-1.5975e-43,1.7106e-26,0,3.3428e+09,-38.2,3.3428e+09,1644.3,-1.294e-10,2.0162e-07,3436.6,5.0029e+18,3.5e-05,0,0,-0.1928,-7.1004e+06,3088.4,8.2158e-37,10,2.5015e+22,0,1,2000,0,2000,0,0,0.050011,0,0,-3.4464e-42,0,3.3461e+09,-4.3595e+06,3.3417e+09,1644.3,-1.4049e-15,1.8984e-06,3436.6,5.0029e+18,3.5e-05,0,0,-0.19269,-8.1269e+06,3088.3,0,10,2.5015e+22,0,1,2000,0,2000,0,0,0.050011,0,0,-3.4464e-42,0,3.3469e+09,-4.3596e+06,3.3426e+09,1644.3,-1.2701e-15,1.8796e-06,3436.6,5.0029e+18,3.5e-05,0,0,-0.19269,-7.3188e+06,3088.4,0,10,2.5015e+22,0,1,2000,0,2000,0
0,0.050012,0,0,-6.1557e-42,0,3.3401e+09,-4.3596e+06,3.3358e+09,1644.2,4.0621e-16,1.8882e-06,3436.5,5.0029e+18,3.5e-05,0,0,-0.19366,-7.2181e+06,3087.8,0,10,2.5015e+22,0,1,2200,0,2200,0,0,0.05,0,-2.853e-43,3.0551e-26,0,3.3359e+09,-20.177,3.3359e+09,1644.2,2.97e-10,-1.675e-07,3436.5,5.0029e+18,3.5e-05,0,0,-0.1938,-7.1004e+06,3087.8,2.1361e-36,10,2.5015e+22,0,1,2200,0,2200,0,0,0.050012,0,0,-6.1557e-42,0,3.3392e+09,-4.3595e+06,3.3349e+09,1644.2,1.0913e-17,5.8736e-07,3436.5,5.0029e+18,3.5e-05,0,0,-0.19368,-8.1268e+06,3087.7,0,10,2.5015e+22,0,1,2200,0,2200,0,0,0.050012,0,0,-6.1557e-42,0,3.34e+09,-4.3596e+06,3.3357e+09,1644.2,8.0221e-17,5.8349e-07,3436.5,5.0029e+18,3.5e-05,0,0,-0.19368,-7.3187e+06,3087.8,0,10,2.5015e+22,0,1,2200,0,2200,0
0,0.050013,0,0,-8.865e-42,0,3.3333e+09,-4.3596e+06,3.3289e+09,1644.1,9.2218e-16,7.5258e-07,3436.4,5.003e+18,3.5e-05,0,0,-0.19464,-7.218e+06,3087.3,0,10,2.5015e+22,0,1,2400,0,2400,0,0,0.05,0,-4.1086e-43,4.3997e-26,0,3.329e+09,-2.1544,3.329e+09,1644.1,7.2339e-10,-5.3661e-07,3436.4,5.003e+18,3.5e-05,0,0,-0.19479,-7.1003e+06,3087.3,3.4506e-36,10,2.5015e+22,0,1,2400,0,2400,0,0,0.050013,0,0,-8.865e-42,0,3.3324e+09,-4.3596e+06,3.328e+09,1644.1,1.4267e-15,-7.2367e-07,3436.4,5.003e+18,3.5e-05,0,0,-0.19466,-8.1267e+06,3087.2,0,10,2.5015e+22,0,1,2400,0,2400,0,0,0.050013,0,0,-8.865e-42,0,3.3332e+09,-4.3596e+06,3.3288e+09,1644.1,1.4305e-15,-7.1265e-07,3436.4,5.003e+18,3.5e-05,0,0,-0.19466,-7.3186e+06,3087.3,0,10,2.5015e+22,0,1,2400,0,2400,0
0,0.050014,0,0,-1.8115e-41,0,3.3264e+09,-4.3596e+06,3.322e+09,1644,4.326e-16,7.5256e-07,3436.4,5.003e+18,3.5e-05,0,0,-0.19567,-7.218e+06,3086.7,0,10,2.5015e+22,0,1,2600,0,2600,0,0,0.05,0,-8.3887e-43,8.9903e-26,0,3.3222e+09,9.8036,3.3222e+09,1644,8.5067e-10,-4.4208e-07,3436.4,5.003e+18,3.5e-05,0,0,-0.19584,-7.1002e+06,3086.7,3.5017e-36,10,2.5015e+22,0,1,2600,0,2600,0,0,0.050014,0,0,-1.8115e-41,0,3.3255e+09,-4.3596e+06,3.3211e+09,1644,1.662e-15,-4.9054e-07,3436.4,5.003e+18,3.5e-05,0,0,-0.1957,-8.1266e+06,3086.6,0,10,2.5015e+22,0,1,2600,0,2600,0,0,0.050014,0,0,-1.8115e-41,0,3.3263e+09,-4.3596e+06,3.3219e+09,1644,1.5554e-15,-4.7514e-07,3436.4,5.003e+18,3.5e-05,0,0,-0.1957,-7.3186e+06,3086.7,0,10,2.5015e+22,0,1,2600,0,2600,0
0,0.050015,0,0,-3.3907e-41,0,3.3195e+09,-4.3596e+06,3.3152e+09,1643.9,-1.0625e-15,1.8882e-06,3436.3,5.003e+18,3.5e-05,0,0,-0.19677,-7.2179e+06,3086.1,0,10,2.5015e+22,0,1,2800,0,2800,0,0,0.05,0,-1.5693e-42,1.6827e-25,0,3.3153e+09,15.697,3.3153e+09,1643.9,6.7883e-10,1.1609e-07,3436.3,5.003e+18,3.5e-05,0,0,-0.19695,-7.1002e+06,3086.1,2.2892e-36,10,2.5015e+22,0,1,2800,0,2800,0,0,0.050015,0,0,-3.3907e-41,0,3.3186e+09,-4.3596e+06,3.3143e+09,1643.9,7.168e-16,1.2868e-06,3436.3,5.003e+18,3.5e-05,0,0,-0.19679,-8.1265e+06,3086.1,0,10,2.5015e+22,0,1,2800,0,2800,0,0,0.050015,0,0,-3.3907e-41,0,3.3194e+09,-4.3596e+06,3.3151e+09,1643.9,4.5491e-16,1.296e-06,3436.3,5.003e+18,3.5e-05,0,0,-0.19679,-7.3185e+06,3086.1,0,10,2.5015e+22,0,1,2800,0,2800,0
0,0.050016,0,0,-4.9698e-41,0,3.3126e+09,-4.3596e+06,3.3083e+09,1643.9,-2.5577e-15,3.0237e-06,3436.2,5.003e+18,3.5e-05,0,0,-0.19786,-7.2178e+06,3085.6,0,10,2.5015e+22,0,1,3000,0,3000,0,0,0.05,0,-2.2998e-42,2.4664e-25,0,3.3084e+09,21.59,3.3084e+09,1643.9,5.0699e-10,6.7427e-07,3436.2,5.003e+18,3.5e-05,0,0,-0.19806,-7.1001e+06,3085.6,1.0768e-36,10,2.5015e+22,0,1,3000,0,3000,0,0,0.050016,0,0,-4.9698e-41,0,3.3117e+09,-4.3596e+06,3.3074e+09,1643.9,-2.2844e-16,3.0641e-06,3436.2,5.003e+18,3.5e-05,0,0,-0.19788,-8.1264e+06,3085.5,0,10,2.5015e+22,0,1,3000,0,3000,0,0,0.050016,0,0,-4.9698e-41,0,3.3125e+09,-4.3596e+06,3.3082e+09,1643.9,-6.4561e-16,3.0672e-06,3436.2,5.003e+18,3.5e-05,0,0,-0.19788,-7.3184e+06,3085.6,0,10,2.5015e+22,0,1,3000,0,3000,0
0,0.050018,0,0,-9.4082e-41,0,3.3058e+09,-4.3596e+06,3.3014e+09,1643.8,-1.8245e-15,3.3316e-06,3436.1,5.003e+18,3.5e-05,0,0,-0.19899,-7.2178e+06,3085,0,10,2.5015e+22,0,1,3200,0,3200,0,0,0.05,0,-4.3537e-42,4.669e-25,0,3.3015e+09,11.476,3.3015e+09,1643.8,1.9171e-10,8.2709e-07,3436.1,5.003e+18,3.5e-05,0,0,-0.19921,-7.1e+06,3085,2.8073e-37,10,2.5015e+22,0,1,3200,0,3200,0,0,0.050018,0,0,-9.4082e-41,0,3.3049e+09,-4.3596e+06,3.3005e+09,1643.8,-5.0856e-16,3.6384e-06,3436.1,5.003e+18,3.5e-05,0,0,-0.19902,-8.1263e+06,3084.9,0,10,2.5015e+22,0,1,3200,0,3200,0,0,0.050018,0,0,-9.4082e-41,0,3.3057e+09,-4.3596e+06,3.3013e+09,1643.8,-7.4819e-16,3.635e-06,3436.1,5.003e+18,3.5e-05,0,0,-0.19902,-7.3183e+06,3085,0,10,2.5015e+22,0,1,3200,0,3200,0
0,0.050019,0,0,-1.8612e-40,0,3.2989e+09,-4.3596e+06,3.2945e+09,1643.7,2.6224e-15,2.2598e-06,3436.1,5.003e+18,3.5e-05,0,0,-0.20021,-7.2177e+06,3084.4,0,10,2.5015e+22,0,1,3400,0,3400,0,0,0.05,0,-8.6132e-42,9.2366e-25,0,3.2947e+09,-25.318,3.2947e+09,1643.7,-3.6263e-10,3.0431e-07,3436.1,5.003e+18,3.5e-05,0,0,-0.20044,-7.1e+06,3084.5,1.7865e-37,10,2.5015e+22,0,1,3400,0,3400,0,0,0.050019,0,0,-1.8612e-40,0,3.298e+09,-4.3596e+06,3.2936e+09,1643.7,3.1983e-16,2.2079e-06,3436,5.003e+18,3.5e-05,0,0,-0.20024,-8.1263e+06,3084.4,0,10,2.5015e+22,0,1,3400,0,3400,0,0,0.050019,0,0,-1.8612e-40,0,3.2988e+09,-4.3597e+06,3.2944e+09,1643.7,8.1248e-16,2.1971e-06,3436.1,5.003e+18,3.5e-05,0,0,-0.20024,-7.3183e+06,3084.4,0,10,2.5015e+22,0,1,3400,0,3400,0
0,0.05002,0,0,-2.7816e-40,0,3.292e+09,-4.3597e+06,3.2877e+09,1643.6,7.0693e-15,1.188e-06,3436,5.0031e+18,3.5e-05,0,0,-0.20142,-7.2176e+06,3083.9,0,10,2.5015e+22,0,1,3600,0,3600,0,0,0.05,0,-1.2873e-41,1.3804e-24,0,3.2878e+09,-62.112,3.2878e+09,1643.6,-9.1697e-10,-2.1847e-07,3436,5.0031e+18,3.5e-05,0,0,-0.20167,-7.0999e+06,3083.9,7.6563e-38,10,2.5015e+22,0,1,3600,0,3600,0,0,0.05002,0,0,-2.7816e-40,0,3.2911e+09,-4.3596e+06,3.2868e+09,1643.6,1.1482e-15,7.7737e-07,3436,5.0031e+18,3.5e-05,0,0,-0.20145,-8.1262e+06,3083.8,0,10,2.5015e+22,0,1,3600,0,3600,0,0,0.05002,0,0,-2.7816e-40,0,3.2919e+09,-4.3597e+06,3.2876e+09,1643.6,2.3731e-15,7.5922e-07,3436,5.0031e+18,3.5e-05,0,0,-0.20145,-7.3182e+06,3083.9,0,10,2.5015e+22,0,1,3600,0,3600,0
0,0.050021,0,0,-4.8129e-40,0,3.2852e+09,-4.3597e+06,3.2808e+09,1643.5,7.0844e-15,5.9108e-07,3435.9,5.0031e+18,3.5e-05,0,0,-0.20266,-7.2175e+06,3083.3,0,10,2.5015e+22,0,1,3800,0,3800,0,0,0.05,0,-2.2274e-41,2.3885e-24,0,3.2809e+09,-82.242,3.2809e+09,1643.5,-3.6556e-10,-5.6375e-07,3435.9,5.0031e+18,3.5e-05,0,0,-0.20293,-7.0998e+06,3083.3,4.9787e-34,10,2.5015e+22,0,1,3800,0,3800,0,0,0.050021,0,0,-4.8129e-40,0,3.2843e+09,-4.3597e+06,3.2799e+09,1643.5,1.1721e-15,-1.3225e-08,3435.9,5.0031e+18,3.5e-05,0,0,-0.2027,-8.1261e+06,3083.2,0,10,2.5015e+22,0,1,3800,0,3800,0,0,0.050021,0,0,-4.8129e-40,0,3.2851e+09,-4.3597e+06,3.2807e+09,1643.5,2.3714e-15,-4.0069e-08,3435.9,5.0031e+18,3.5e-05,0,0,-0.2027,-7.3181e+06,3083.3,0,10,2.5015e+22,0,1,3800,0,3800,0
0,0.050022,0,0,-1.0177e-39,0,3.2783e+09,-4.3597e+06,3.2739e+09,1643.4,-6.1959e-15,1.4186e-06,3435.8,5.0031e+18,3.5e-05,0,0,-0.20401,-7.2175e+06,3082.8,0,10,2.5016e+22,0,1,4000,0,4000,0,0,0.05,0,-4.71e-41,5.0507e-24,0,3.274e+09,-52.379,3.274e+09,1643.4,3.5031e-09,-3.7655e-07,3435.8,5.0031e+18,3.5e-05,0,0,-0.2043,-7.0997e+06,3082.8,2.4893e-33,10,2.5016e+22,0,1,4000,0,4000,0,0,0.050022,0,0,-1.0177e-39,0,3.2774e+09,-4.3597e+06,3.273e+09,1643.4,-1.2177e-15,1.1159e-06,3435.8,5.0031e+18,3.5e-05,0,0,-0.20404,-8.126e+06,3082.7,0,10,2.5016e+22,0,1,4000,0,4000,0,0,0.050022,0,0,-1.0177e-39,0,3.2782e+09,-4.3597e+06,3.2738e+09,1643.4,-2.3173e-15,1.0764e-06,3435.8,5.0031e+18,3.5e-05,0,0,-0.20404,-7.318e+06,3082.7,0,10,2.5016e+22,0,1,4000,0,4000,0
0,0.050023,0,0,-1.5542e-39,0,3.2714e+09,-4.3597e+06,3.2671e+09,1643.3,-1.9476e-14,2.2462e-06,3435.8,5.0031e+18,3.5e-05,0,0,-0.20535,-7.2174e+06,3082.2,0,10,2.5016e+22,0,1,4200,0,4200,0,0,0.05,0,-7.1927e-41,7.7129e-24,0,3.2672e+09,-22.516,3.2672e+09,1643.3,7.3718e-09,-1.8935e-07,3435.8,5.0031e+18,3.5e-05,0,0,-0.20566,-7.0997e+06,3082.2,4.4808e-33,10,2.5016e+22,0,1,4200,0,4200,0,0,0.050023,0,0,-1.5542e-39,0,3.2705e+09,-4.3597e+06,3.2662e+09,1643.3,-3.6074e-15,2.2451e-06,3435.7,5.0031e+18,3.5e-05,0,0,-0.20539,-8.1259e+06,3082.1,0,10,2.5016e+22,0,1,4200,0,4200,0,0,0.050023,0,0,-1.5542e-39,0,3.2713e+09,-4.3597e+06,3.267e+09,1643.3,-7.0061e-15,2.1928e-06,3435.8,5.0031e+18,3.5e-05,0,0,-0.20539,-7.318e+06,3082.2,0,10,2.5016e+22,0,1,4200,0,4200,0
0,0.050024,0,0,-2.4144e-39,0,3.2645e+09,-4.3597e+06,3.2602e+09,1643.2,-2.3699e-14,2.796e-06,3435.7,5.0031e+18,3.5e-05,0,0,-0.20672,-7.2173e+06,3081.6,0,10,2.5016e+22,0,1,4400,0,4400,0,0,0.05,0,-1.1174e-40,1.1982e-23,0,3.2603e+09,2.7034,3.2603e+09,1643.2,1.0437e-08,-7.2301e-08,3435.7,5.0032e+18,3.5e-05,0,0,-0.20704,-7.0996e+06,3081.6,5.9786e-33,10,2.5016e+22,0,1,4400,0,4400,0,0,0.050024,0,0,-2.4144e-39,0,3.2636e+09,-4.3597e+06,3.2593e+09,1643.2,-4.7014e-15,3.1574e-06,3435.7,5.0031e+18,3.5e-05,0,0,-0.20676,-8.1258e+06,3081.6,0,10,2.5016e+22,0,1,4400,0,4400,0,0,0.050024,0,0,-2.4144e-39,0,3.2644e+09,-4.3597e+06,3.2601e+09,1643.2,-9.2522e-15,3.0977e-06,3435.7,5.0031e+18,3.5e-05,0,0,-0.20676,-7.3179e+06,3081.6,0,10,2.5016e+22,0,1,4400,0,4400,0
0,0.050025,0,0,-5.5409e-39,0,3.2577e+09,-4.3598e+06,3.2533e+09,1643.1,3.5485e-14,1.4012e-06,3435.6,5.0032e+18,3.5e-05,0,0,-0.20821,-7.2172e+06,3081.1,0,10,2.5016e+22,0,1,4600,0,4600,0,0,0.05,0,-2.5644e-40,2.7498e-23,0,3.2534e+09,-4.5779,3.2534e+09,1643.1,7.8745e-09,-4.4634e-07,3435.6,5.0032e+18,3.5e-05,0,0,-0.20855,-7.0995e+06,3081.1,4.0204e-33,10,2.5016e+22,0,1,4600,0,4600,0,0,0.050025,0,0,-5.5409e-39,0,3.2568e+09,-4.3597e+06,3.2524e+09,1643.1,3.2753e-15,2.551e-06,3435.6,5.0032e+18,3.5e-05,0,0,-0.20825,-8.1257e+06,3081,0,10,2.5016e+22,0,1,4600,0,4600,0,0,0.050025,0,0,-5.5409e-39,0,3.2576e+09,-4.3598e+06,3.2532e+09,1643.1,5.6003e-15,2.5217e-06,3435.6,5.0032e+18,3.5e-05,0,0,-0.20825,-7.3178e+06,3081.1,0,10,2.5016e+22,0,1,4600,0,4600,0
