"velocity:0","velocity:1","velocity:2","u_f:0","u_f:1","u_f:2","p_f","p_c","p","T","porosity","peridotite","density","viscosity","thermal_expansivity","porosity_change","peridotite_change","nonadiabatic_temperature","nonadiabatic_pressure","melt_density","permeability","melt_viscosity","compaction_viscosity","melt_fraction","adiabatic_heating","latent_heat","shear_heating","adiabatic_heating_of_melt","shear_heating_with_melt","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,1.5,0,0,0,0,1.0192e+10,-367.61,1.0192e+10,1990,0,0,3482,2.4393e+18,3.5e-05,0,0,249.8,-1.7788e+08,3501.3,0,10,1.2196e+22,0,-0.00011528,0,1.0105e-21,0,2.5263e-18,1,0,0,0,0
0,1.5,0,0,0,0,1.0182e+10,-367.63,1.0182e+10,1989.8,5.2864e-26,-7.7157e-08,3481.9,2.4393e+18,3.5e-05,0,0,249.78,-1.7778e+08,3500.8,0,10,1.2196e+22,0,-0.00011526,0,1.0382e-21,6.0919e-30,2.5739e-18,1,300,0,300,0
0,1.5,0,0,0,0,1.0171e+10,-367.64,1.0171e+10,1989.7,1.0573e-25,-1.5431e-07,3481.8,2.4393e+18,3.5e-05,0,0,249.76,-1.7769e+08,3500.3,0,10,1.2196e+22,0,-0.00011525,0,1.0659e-21,1.2184e-29,2.6216e-18,1,600,0,600,0
0,1.5,0,0,0,0,1.0161e+10,-367.66,1.0161e+10,1989.5,1.5859e-25,-2.3147e-07,3481.7,2.4393e+18,3.5e-05,0,0,249.74,-1.7759e+08,3499.7,0,10,1.2196e+22,0,-0.00011524,0,1.0935e-21,1.8276e-29,2.6692e-18,1,900,0,900,0
0,1.5,0,0,0,0,1.015e+10,-367.61,1.015e+10,1989.3,2.3757e-25,-2.7869e-07,3481.6,2.4393e+18,3.5e-05,0,0,249.72,-1.7749e+08,3499.2,0,10,1.2196e+22,0,-0.00011522,0,1.5903e-21,2.7372e-29,3.9446e-18,1,1200,0,1200,0
0,1.5,0,0,0,0,1.014e+10,-367.54,1.014e+10,1989.2,3.2028e-25,-3.2162e-07,3481.4,2.4393e+18,3.5e-05,0,0,249.69,-1.7739e+08,3498.7,0,10,1.2196e+22,0,-0.00011521,0,1.5173e-21,3.6898e-29,3.821e-18,1,1500,0,1500,0
0,1.5,0,0,0,0,1.0129e+10,-367.48,1.0129e+10,1989,4.0299e-25,-3.6456e-07,3481.3,2.4393e+18,3.5e-05,0,0,249.67,-1.773e+08,3498.1,0,10,1.2196e+22,0,-0.0001152,0,1.4444e-21,4.6423e-29,3.6973e-18,1,1800,0,1800,0
0,1.5,0,0,0,0,1.0119e+10,-367.37,1.0119e+10,1988.8,5.8087e-25,-1.7288e-07,3481.2,2.4393e+18,3.5e-05,0,0,249.65,-1.772e+08,3497.6,0,10,1.2196e+22,0,-0.00011518,0,1.8556e-21,6.6901e-29,4.7469e-18,1,2100,0,2100,0
0,1.5,0,0,0,0,1.0109e+10,-367.25,1.0109e+10,1988.7,7.9046e-25,9.7002e-08,3481.1,2.4393e+18,3.5e-05,0,0,249.63,-1.771e+08,3497.1,0,10,1.2196e+22,0,-0.00011517,0,1.4576e-21,9.1031e-29,3.7304e-18,1,2400,0,2400,0
0,1.5,0,0,0,0,1.0098e+10,-367.12,1.0098e+10,1988.5,1e-24,3.6689e-07,3481,2.4393e+18,3.5e-05,0,0,249.61,-1.77e+08,3496.5,0,10,1.2196e+22,0,-0.00011516,0,1.0596e-21,1.1516e-28,2.7138e-18,1,2700,0,2700,0
0,1.5,0,0,0,0,1.0088e+10,-367.04,1.0088e+10,1988.3,1.4147e-24,5.9997e-07,3480.9,2.4393e+18,3.5e-05,0,0,249.59,-1.769e+08,3496,0,10,1.2196e+22,0,-0.00011514,0,1.3367e-21,1.6289e-28,3.3595e-18,1,3000,0,3000,0
0,1.5,0,0,0,0,1.0077e+10,-366.97,1.0077e+10,1988.2,1.9525e-24,8.1097e-07,3480.8,2.4393e+18,3.5e-05,0,0,249.57,-1.7681e+08,3495.5,0,10,1.2196e+22,0,-0.00011513,0,1.1872e-21,2.2478e-28,2.9005e-18,1,3300,0,3300,0
0,1.5,0,0,0,0,1.0067e+10,-366.9,1.0067e+10,1988,2.4903e-24,1.022e-06,3480.6,2.4393e+18,3.5e-05,0,0,249.55,-1.7671e+08,3494.9,0,10,1.2196e+22,0,-0.00011512,0,1.0377e-21,2.8666e-28,2.4415e-18,1,3600,0,3600,0
0,1.5,0,0,0,0,1.0056e+10,-366.84,1.0056e+10,1987.8,3.45e-24,1.0524e-06,3480.5,2.4393e+18,3.5e-05,0,0,249.53,-1.7661e+08,3494.4,0,10,1.2196e+22,0,-0.0001151,0,1.4613e-21,3.9708e-28,3.4302e-18,1,3900,0,3900,0
0,1.5,0,0,0,0,1.0046e+10,-366.79,1.0046e+10,1987.7,4.8316e-24,9.0215e-07,3480.4,2.4393e+18,3.5e-05,0,0,249.51,-1.7651e+08,3493.9,0,10,1.2196e+22,0,-0.00011509,0,1.2725e-21,5.5602e-28,3.0091e-18,1,4200,0,4200,0
0,1.5,0,0,0,0,1.0035e+10,-366.74,1.0035e+10,1987.5,6.2132e-24,7.5193e-07,3480.3,2.4393e+18,3.5e-05,0,0,249.49,-1.7641e+08,3493.3,0,10,1.2196e+22,0,-0.00011508,0,1.0838e-21,7.1496e-28,2.5879e-18,1,4500,0,4500,0
0,1.5,0,0,0,0,1.0025e+10,-366.69,1.0025e+10,1987.3,8.4046e-24,5.7651e-07,3480.2,2.4393e+18,3.5e-05,0,0,249.46,-1.7632e+08,3492.8,0,10,1.2196e+22,0,-0.00011506,0,1.4366e-21,9.6701e-28,3.4874e-18,1,4800,0,4800,0
0,1.5,0,0,0,0,1.0015e+10,-366.64,1.0015e+10,1987.2,1.1946e-23,3.5908e-07,3480.1,2.4393e+18,3.5e-05,0,0,249.44,-1.7622e+08,3492.3,0,10,1.2196e+22,0,-0.00011505,0,1.1997e-21,1.3742e-27,2.9181e-18,1,5100,0,5100,0
0,1.5,0,0,0,0,1.0004e+10,-366.6,1.0004e+10,1987,1.5487e-23,1.4165e-07,3480,2.4393e+18,3.5e-05,0,0,249.42,-1.7612e+08,3491.7,0,10,1.2196e+22,0,-0.00011504,0,9.6276e-22,1.7815e-27,2.3488e-18,1,5400,0,5400,0
0,1.5,0,0,0,0,9.9937e+09,-366.55,9.9937e+09,1986.8,2.0399e-23,1.5493e-08,3479.8,2.4393e+18,3.5e-05,0,0,249.4,-1.7602e+08,3491.2,0,10,1.2196e+22,0,-0.00011502,0,1.1708e-21,2.3462e-27,2.8816e-18,1,5700,0,5700,0
0,1.5,0,0,0,0,9.9833e+09,-366.5,9.9833e+09,1986.7,2.9422e-23,1.6315e-07,3479.7,2.4393e+18,3.5e-05,0,0,249.38,-1.7593e+08,3490.7,0,10,1.2196e+22,0,-0.00011501,0,9.7166e-22,3.3835e-27,2.4053e-18,1,6000,0,6000,0
0,1.5,0,0,0,0,9.9728e+09,-366.45,9.9728e+09,1986.5,3.8446e-23,3.1081e-07,3479.6,2.4393e+18,3.5e-05,0,0,249.36,-1.7583e+08,3490.1,0,10,1.2196e+22,0,-0.000115,0,7.725e-22,4.4209e-27,1.929e-18,1,6300,0,6300,0
0,1.5,0,0,0,0,9.9624e+09,-366.39,9.9624e+09,1986.3,4.919e-23,4.8654e-07,3479.5,2.4393e+18,3.5e-05,0,0,249.34,-1.7573e+08,3489.6,0,10,1.2196e+22,0,-0.00011498,0,1.0143e-21,5.6558e-27,2.557e-18,1,6600,0,6600,0
0,1.5,0,0,0,0,9.952e+09,-366.34,9.952e+09,1986.2,7.1978e-23,8.5877e-07,3479.4,2.4393e+18,3.5e-05,0,0,249.32,-1.7563e+08,3489.1,0,10,1.2196e+22,0,-0.00011497,0,8.8896e-22,8.2746e-27,2.2387e-18,1,6900,0,6900,0
0,1.5,0,0,0,0,9.9415e+09,-366.29,9.9415e+09,1986,9.4767e-23,1.231e-06,3479.3,2.4393e+18,3.5e-05,0,0,249.3,-1.7554e+08,3488.5,0,10,1.2196e+22,0,-0.00011496,0,7.6363e-22,1.0893e-26,1.9204e-18,1,7200,0,7200,0
0,1.5,0,0,0,0,9.9311e+09,-366.23,9.9311e+09,1985.8,1.1756e-22,1.6032e-06,3479.2,2.4393e+18,3.5e-05,0,0,249.28,-1.7544e+08,3488,0,10,1.2196e+22,0,-0.00011494,0,6.383e-22,1.3512e-26,1.6021e-18,1,7500,0,7500,0
0,1.5,0,0,0,0,9.9206e+09,-366.18,9.9206e+09,1985.7,1.7446e-22,1.795e-06,3479,2.4393e+18,3.5e-05,0,0,249.25,-1.7534e+08,3487.5,0,10,1.2196e+22,0,-0.00011493,0,1.0249e-21,2.0049e-26,2.5687e-18,1,7800,0,7800,0
0,1.5,0,0,0,0,9.9102e+09,-366.12,9.9102e+09,1985.5,2.3136e-22,1.9868e-06,3478.9,2.4393e+18,3.5e-05,0,0,249.23,-1.7524e+08,3486.9,0,10,1.2196e+22,0,-0.00011492,0,9.4737e-22,2.6585e-26,2.3731e-18,1,8100,0,8100,0
0,1.5,0,0,0,0,9.8998e+09,-366.07,9.8998e+09,1985.3,2.8826e-22,2.1787e-06,3478.8,2.4393e+18,3.5e-05,0,0,249.21,-1.7515e+08,3486.4,0,10,1.2196e+22,0,-0.0001149,0,8.6985e-22,3.3122e-26,2.1774e-18,1,8400,0,8400,0
0,1.5,0,0,0,0,9.8893e+09,-366.01,9.8893e+09,1985.2,4.181e-22,2.1545e-06,3478.7,2.4393e+18,3.5e-05,0,0,249.19,-1.7505e+08,3485.8,0,10,1.2196e+22,0,-0.00011489,0,1.2695e-21,4.8031e-26,3.1736e-18,1,8700,0,8700,0
0,1.5,0,0,0,0,9.8789e+09,-365.95,9.8789e+09,1985,5.5835e-22,2.0996e-06,3478.6,2.4393e+18,3.5e-05,0,0,249.17,-1.7495e+08,3485.3,0,10,1.2196e+22,0,-0.00011488,0,1.1515e-21,6.4136e-26,2.8748e-18,1,9000,0,9000,0
0,1.5,0,0,0,0,9.8685e+09,-365.9,9.8685e+09,1984.8,6.986e-22,2.0446e-06,3478.5,2.4393e+18,3.5e-05,0,0,249.15,-1.7485e+08,3484.8,0,10,1.2196e+22,0,-0.00011486,0,1.0335e-21,8.0242e-26,2.576e-18,1,9300,0,9300,0
0,1.5,0,0,0,0,9.858e+09,-365.84,9.858e+09,1984.7,9.8937e-22,1.9396e-06,3478.4,2.4393e+18,3.5e-05,0,0,249.13,-1.7476e+08,3484.2,0,10,1.2196e+22,0,-0.00011485,0,1.4242e-21,1.1362e-25,3.5557e-18,1,9600,0,9600,0
0,1.5,0,0,0,0,9.8476e+09,-365.79,9.8476e+09,1984.5,1.3303e-21,1.818e-06,3478.3,2.4393e+18,3.5e-05,0,0,249.11,-1.7466e+08,3483.7,0,10,1.2196e+22,0,-0.00011484,0,1.2469e-21,1.5276e-25,3.1206e-18,1,9900,0,9900,0
0,1.5,0,0,0,0,9.8372e+09,-365.74,9.8372e+09,1984.3,1.6713e-21,1.6963e-06,3478.1,2.4393e+18,3.5e-05,0,0,249.09,-1.7456e+08,3483.1,0,10,1.2196e+22,0,-0.00011482,0,1.0696e-21,1.9189e-25,2.6855e-18,1,10200,0,10200,0
0,1.5,0,0,0,0,9.8267e+09,-365.68,9.8267e+09,1984.2,2.3101e-21,1.5767e-06,3478,2.4393e+18,3.5e-05,0,0,249.07,-1.7446e+08,3482.6,0,10,1.2196e+22,0,-0.00011481,0,1.4117e-21,2.652e-25,3.5439e-18,1,10500,0,10500,0
0,1.5,0,0,0,0,9.8163e+09,-365.63,9.8163e+09,1984,3.1276e-21,1.4582e-06,3477.9,2.4393e+18,3.5e-05,0,0,249.05,-1.7437e+08,3482.1,0,10,1.2196e+22,0,-0.00011479,0,1.2057e-21,3.59e-25,3.0239e-18,1,10800,0,10800,0
0,1.5,0,0,0,0,9.8059e+09,-365.57,9.8059e+09,1983.8,3.9451e-21,1.3398e-06,3477.8,2.4393e+18,3.5e-05,0,0,249.02,-1.7427e+08,3481.5,0,10,1.2196e+22,0,-0.00011478,0,9.9977e-22,4.5281e-25,2.504e-18,1,11100,0,11100,0
0,1.5,0,0,0,0,9.7954e+09,-365.52,9.7954e+09,1983.7,5.3217e-21,1.2223e-06,3477.7,2.4393e+18,3.5e-05,0,0,249,-1.7417e+08,3481,0,10,1.2196e+22,0,-0.00011477,0,1.3193e-21,6.1073e-25,3.3017e-18,1,11400,0,11400,0
0,1.5,0,0,0,0,9.785e+09,-365.46,9.785e+09,1983.5,7.2574e-21,1.1059e-06,3477.6,2.4393e+18,3.5e-05,0,0,248.98,-1.7407e+08,3480.4,0,10,1.2196e+22,0,-0.00011475,0,1.1626e-21,8.3275e-25,2.9117e-18,1,11700,0,11700,0
0,1.5,0,0,0,0,9.7746e+09,-365.41,9.7746e+09,1983.3,9.193e-21,9.8941e-07,3477.5,2.4393e+18,3.5e-05,0,0,248.96,-1.7398e+08,3479.9,0,10,1.2196e+22,0,-0.00011474,0,1.0058e-21,1.0548e-24,2.5217e-18,1,12000,0,12000,0
0,1.5,0,0,0,0,9.7641e+09,-365.35,9.7641e+09,1983.2,1.2104e-20,8.8657e-07,3477.3,2.4393e+18,3.5e-05,0,0,248.94,-1.7388e+08,3479.4,0,10,1.2196e+22,0,-0.00011473,0,1.3565e-21,1.3886e-24,3.3991e-18,1,12300,0,12300,0
0,1.5,0,0,0,0,9.7537e+09,-365.3,9.7537e+09,1983,1.6641e-20,8.0644e-07,3477.2,2.4393e+18,3.5e-05,0,0,248.92,-1.7378e+08,3478.8,0,10,1.2196e+22,0,-0.00011471,0,1.1844e-21,1.9088e-24,2.9617e-18,1,12600,0,12600,0
0,1.5,0,0,0,0,9.7433e+09,-365.24,9.7433e+09,1982.8,2.1177e-20,7.263e-07,3477.1,2.4393e+18,3.5e-05,0,0,248.9,-1.7368e+08,3478.3,0,10,1.2196e+22,0,-0.0001147,0,1.0122e-21,2.429e-24,2.5244e-18,1,12900,0,12900,0
0,1.5,0,0,0,0,9.7328e+09,-365.19,9.7328e+09,1982.7,2.7221e-20,6.5454e-07,3477,2.4393e+18,3.5e-05,0,0,248.88,-1.7359e+08,3477.7,0,10,1.2196e+22,0,-0.00011469,0,1.3599e-21,3.1219e-24,3.3862e-18,1,13200,0,13200,0
0,1.5,0,0,0,0,9.7224e+09,-365.14,9.7224e+09,1982.5,3.7788e-20,6.0789e-07,3476.9,2.4393e+18,3.5e-05,0,0,248.86,-1.7349e+08,3477.2,0,10,1.2196e+22,0,-0.00011467,0,1.1732e-21,4.3329e-24,2.9219e-18,1,13500,0,13500,0
0,1.5,0,0,0,0,9.712e+09,-365.08,9.712e+09,1982.3,4.8354e-20,5.6124e-07,3476.8,2.4393e+18,3.5e-05,0,0,248.84,-1.7339e+08,3476.6,0,10,1.2196e+22,0,-0.00011466,0,9.8645e-22,5.544e-24,2.4577e-18,1,13800,0,13800,0
0,1.5,0,0,0,0,9.7015e+09,-365.03,9.7015e+09,1982.2,6.0675e-20,5.1537e-07,3476.7,2.4393e+18,3.5e-05,0,0,248.82,-1.7329e+08,3476.1,0,10,1.2196e+22,0,-0.00011465,0,1.2759e-21,6.9561e-24,3.1817e-18,1,14100,0,14100,0
0,1.5,0,0,0,0,9.6911e+09,-364.98,9.6911e+09,1982,8.5277e-20,4.7498e-07,3476.6,2.4393e+18,3.5e-05,0,0,248.79,-1.732e+08,3475.6,0,10,1.2196e+22,0,-0.00011463,0,1.0868e-21,9.7749e-24,2.7076e-18,1,14400,0,14400,0
0,1.5,0,0,0,0,9.6807e+09,-364.92,9.6807e+09,1981.8,1.0988e-19,4.3458e-07,3476.4,2.4393e+18,3.5e-05,0,0,248.77,-1.731e+08,3475,0,10,1.2196e+22,0,-0.00011462,0,8.9773e-22,1.2594e-23,2.2334e-18,1,14700,0,14700,0
0,1.5,0,0,0,0,9.6702e+09,-364.87,9.6702e+09,1981.7,1.3448e-19,3.9419e-07,3476.3,2.4393e+18,3.5e-05,0,0,248.75,-1.73e+08,3474.5,0,10,1.2196e+22,0,-0.00011461,0,7.0866e-22,1.5413e-23,1.7593e-18,1,15000,0,15000,0
0,1.5,0,0,0,0,9.6598e+09,-364.81,9.6598e+09,1981.5,1.9222e-19,3.5138e-07,3476.2,2.4393e+18,3.5e-05,0,0,248.73,-1.7291e+08,3473.9,0,10,1.2196e+22,0,-0.00011459,0,1.0406e-21,2.2026e-23,2.5886e-18,1,15300,0,15300,0
0,1.5,0,0,0,0,9.6494e+09,-364.76,9.6494e+09,1981.3,2.4996e-19,3.0858e-07,3476.1,2.4393e+18,3.5e-05,0,0,248.71,-1.7281e+08,3473.4,0,10,1.2196e+22,0,-0.00011458,0,8.9426e-22,2.8639e-23,2.2258e-18,1,15600,0,15600,0
0,1.5,0,0,0,0,9.639e+09,-364.7,9.639e+09,1981.2,3.077e-19,2.6577e-07,3476,2.4393e+18,3.5e-05,0,0,248.69,-1.7271e+08,3472.8,0,10,1.2196e+22,0,-0.00011457,0,7.4792e-22,3.5252e-23,1.8629e-18,1,15900,0,15900,0
0,1.5,0,0,0,0,9.6285e+09,-364.65,9.6285e+09,1981,4.3568e-19,2.0734e-07,3475.9,2.4393e+18,3.5e-05,0,0,248.67,-1.7261e+08,3472.3,0,10,1.2196e+22,0,-0.00011455,0,1.1193e-21,4.9905e-23,2.7932e-18,1,16200,0,16200,0
0,1.5,0,0,0,0,9.6181e+09,-364.6,9.6181e+09,1980.8,5.737e-19,1.4668e-07,3475.8,2.4393e+18,3.5e-05,0,0,248.65,-1.7252e+08,3471.7,0,10,1.2196e+22,0,-0.00011454,0,1.007e-21,6.5707e-23,2.516e-18,1,16500,0,16500,0
0,1.5,0,0,0,0,9.6077e+09,-364.54,9.6077e+09,1980.7,7.1171e-19,8.601e-08,3475.6,2.4393e+18,3.5e-05,0,0,248.63,-1.7242e+08,3471.2,0,10,1.2196e+22,0,-0.00011453,0,8.9469e-22,8.151e-23,2.2389e-18,1,16800,0,16800,0
0,1.5,0,0,0,0,9.5973e+09,-364.49,9.5973e+09,1980.5,1.0012e-18,8.5113e-09,3475.5,2.4393e+18,3.5e-05,0,0,248.61,-1.7232e+08,3470.6,0,10,1.2196e+22,0,-0.00011451,0,1.2721e-21,1.1464e-22,3.1817e-18,1,17100,0,17100,0
0,1.5,0,0,0,0,9.5868e+09,-364.43,9.5868e+09,1980.3,1.3412e-18,-7.4599e-08,3475.4,2.4393e+18,3.5e-05,0,0,248.59,-1.7223e+08,3470.1,0,10,1.2196e+22,0,-0.0001145,0,1.1474e-21,1.5355e-22,2.867e-18,1,17400,0,17400,0
0,1.5,0,0,0,0,9.5764e+09,-364.38,9.5764e+09,1980.2,1.6811e-18,-1.5771e-07,3475.3,2.4393e+18,3.5e-05,0,0,248.56,-1.7213e+08,3469.5,0,10,1.2196e+22,0,-0.00011449,0,1.0227e-21,1.9247e-22,2.5522e-18,1,17700,0,17700,0
0,1.5,0,0,0,0,9.566e+09,-364.32,9.566e+09,1980,2.3537e-18,-2.5779e-07,3475.2,2.4393e+18,3.5e-05,0,0,248.54,-1.7203e+08,3469,0,10,1.2196e+22,0,-0.00011447,0,1.4049e-21,2.6942e-22,3.5063e-18,1,18000,0,18000,0
0,1.5,0,0,0,0,9.5555e+09,-364.27,9.5555e+09,1979.8,3.2259e-18,-3.6806e-07,3475.1,2.4393e+18,3.5e-05,0,0,248.52,-1.7193e+08,3468.5,0,10,1.2196e+22,0,-0.00011446,0,1.228e-21,3.6921e-22,3.0659e-18,1,18300,0,18300,0
0,1.5,0,0,0,0,9.5451e+09,-364.22,9.5451e+09,1979.7,4.0981e-18,-4.7832e-07,3475,2.4393e+18,3.5e-05,0,0,248.5,-1.7184e+08,3467.9,0,10,1.2196e+22,0,-0.00011445,0,1.0511e-21,4.69e-22,2.6256e-18,1,18600,0,18600,0
0,1.5,0,0,0,0,9.5347e+09,-364.16,9.5347e+09,1979.5,5.7068e-18,-6.0863e-07,3474.9,2.4393e+18,3.5e-05,0,0,248.48,-1.7174e+08,3467.4,0,10,1.2196e+22,0,-0.00011443,0,1.3944e-21,6.5301e-22,3.4843e-18,1,18900,0,18900,0
0,1.5,0,0,0,0,9.5243e+09,-364.11,9.5243e+09,1979.3,8.052e-18,-7.5898e-07,3474.7,2.4393e+18,3.5e-05,0,0,248.46,-1.7164e+08,3466.8,0,10,1.2196e+22,0,-0.00011442,0,1.1887e-21,9.2124e-22,2.9702e-18,1,19200,0,19200,0
0,1.5,0,0,0,0,9.5138e+09,-364.06,9.5138e+09,1979.2,1.0397e-17,-9.0933e-07,3474.6,2.4393e+18,3.5e-05,0,0,248.44,-1.7155e+08,3466.3,0,10,1.2196e+22,0,-0.00011441,0,9.831e-22,1.1895e-21,2.4562e-18,1,19500,0,19500,0
0,1.5,0,0,0,0,9.5034e+09,-364,9.5034e+09,1979,1.4342e-17,-1.0686e-06,3474.5,2.4393e+18,3.5e-05,0,0,248.42,-1.7145e+08,3465.7,0,10,1.2196e+22,0,-0.00011439,0,1.2763e-21,1.6405e-21,3.1882e-18,1,19800,0,19800,0
0,1.5,0,0,0,0,9.493e+09,-363.95,9.493e+09,1978.8,2.0951e-17,-1.2426e-06,3474.4,2.4393e+18,3.5e-05,0,0,248.4,-1.7135e+08,3465.2,0,10,1.2196e+22,0,-0.00011438,0,1.1062e-21,2.3962e-21,2.7614e-18,1,20100,0,20100,0
0,1.5,0,0,0,0,9.4826e+09,-363.89,9.4826e+09,1978.7,2.756e-17,-1.4167e-06,3474.3,2.4393e+18,3.5e-05,0,0,248.38,-1.7125e+08,3464.6,0,10,1.2196e+22,0,-0.00011437,0,9.3602e-22,3.1518e-21,2.3346e-18,1,20400,0,20400,0
0,1.5,0,0,0,0,9.4722e+09,-363.84,9.4722e+09,1978.5,3.7365e-17,-1.5907e-06,3474.2,2.4393e+18,3.5e-05,0,0,248.36,-1.7116e+08,3464,0,10,1.2196e+22,0,-0.00011435,0,1.2579e-21,4.2727e-21,3.1367e-18,1,20700,0,20700,0
0,1.5,0,0,0,0,9.4617e+09,-363.78,9.4617e+09,1978.3,5.6759e-17,-1.7648e-06,3474.1,2.4393e+18,3.5e-05,0,0,248.34,-1.7106e+08,3463.5,0,10,1.2196e+22,0,-0.00011434,0,1.0994e-21,6.4892e-21,2.7411e-18,1,21000,0,21000,0
0,1.5,0,0,0,0,9.4513e+09,-363.73,9.4513e+09,1978.2,7.6152e-17,-1.9389e-06,3473.9,2.4393e+18,3.5e-05,0,0,248.31,-1.7096e+08,3462.9,0,10,1.2196e+22,0,-0.00011433,0,9.4091e-22,8.7058e-21,2.3455e-18,1,21300,0,21300,0
0,1.5,0,0,0,0,9.4409e+09,-363.67,9.4409e+09,1978,1.0045e-16,-2.1116e-06,3473.8,2.4393e+18,3.5e-05,0,0,248.29,-1.7087e+08,3462.4,0,10,1.2196e+22,0,-0.00011431,0,1.2827e-21,1.1483e-20,3.1993e-18,1,21600,0,21600,0
0,1.5,0,0,0,0,9.4305e+09,-363.62,9.4305e+09,1977.8,1.5908e-16,-2.2743e-06,3473.7,2.4393e+18,3.5e-05,0,0,248.27,-1.7077e+08,3461.8,0,10,1.2196e+22,0,-0.0001143,0,1.1339e-21,1.8182e-20,2.8295e-18,1,21900,0,21900,0
0,1.5,0,0,0,0,9.42e+09,-363.57,9.42e+09,1977.7,2.1772e-16,-2.4369e-06,3473.6,2.4393e+18,3.5e-05,0,0,248.25,-1.7067e+08,3461.3,0,10,1.2196e+22,0,-0.00011429,0,9.8496e-22,2.4881e-20,2.4597e-18,1,22200,0,22200,0
0,1.5,0,0,0,0,9.4096e+09,-363.51,9.4096e+09,1977.5,2.7635e-16,-2.5996e-06,3473.5,2.4393e+18,3.5e-05,0,0,248.23,-1.7058e+08,3460.7,0,10,1.2196e+22,0,-0.00011427,0,8.3607e-22,3.1579e-20,2.09e-18,1,22500,0,22500,0
0,1.5,0,0,0,0,9.3992e+09,-363.46,9.3992e+09,1977.3,4.5694e-16,-2.7364e-06,3473.4,2.4393e+18,3.5e-05,0,0,248.21,-1.7048e+08,3460.2,0,10,1.2196e+22,0,-0.00011426,0,1.1701e-21,5.2205e-20,2.9228e-18,1,22800,0,22800,0
0,1.5,0,0,0,0,9.3888e+09,-363.4,9.3888e+09,1977.2,6.3752e-16,-2.8732e-06,3473.3,2.4393e+18,3.5e-05,0,0,248.19,-1.7038e+08,3459.6,0,10,1.2196e+22,0,-0.00011425,0,1.0119e-21,7.283e-20,2.5253e-18,1,23100,0,23100,0
0,1.5,0,0,0,0,9.3784e+09,-363.35,9.3784e+09,1977,8.1811e-16,-3.01e-06,3473.2,2.4393e+18,3.5e-05,0,0,248.17,-1.7029e+08,3459.1,0,10,1.2196e+22,0,-0.00011423,0,8.5372e-22,9.3455e-20,2.1277e-18,1,23400,0,23400,0
0,1.5,0,0,0,0,9.3679e+09,-363.29,9.3679e+09,1976.8,1.3316e-15,-3.1284e-06,3473,2.4393e+18,3.5e-05,0,0,248.15,-1.7019e+08,3458.5,0,10,1.2196e+22,0,-0.00011422,0,1.2039e-21,1.5208e-19,3.0021e-18,1,23700,0,23700,0
0,1.5,0,0,0,0,9.3575e+09,-363.24,9.3575e+09,1976.7,1.8927e-15,-3.2442e-06,3472.9,2.4393e+18,3.5e-05,0,0,248.13,-1.7009e+08,3458,0,10,1.2196e+22,0,-0.00011421,0,1.0418e-21,2.1614e-19,2.5981e-18,1,24000,0,24000,0
0,1.5,0,0,0,0,9.3471e+09,-363.19,9.3471e+09,1976.5,2.4537e-15,-3.36e-06,3472.8,2.4393e+18,3.5e-05,0,0,248.11,-1.6999e+08,3457.4,0,10,1.2196e+22,0,-0.00011419,0,8.7971e-22,2.802e-19,2.1941e-18,1,24300,0,24300,0
0,1.5,0,0,0,0,9.3367e+09,-363.13,9.3367e+09,1976.3,3.903e-15,-3.4725e-06,3472.7,2.4393e+18,3.5e-05,0,0,248.08,-1.699e+08,3456.8,0,10,1.2196e+22,0,-0.00011418,0,1.2279e-21,4.456e-19,3.0652e-18,1,24600,0,24600,0
0,1.5,0,0,0,0,9.3263e+09,-363.08,9.3263e+09,1976.2,5.6483e-15,-3.584e-06,3472.6,2.4393e+18,3.5e-05,0,0,248.06,-1.698e+08,3456.3,0,10,1.2196e+22,0,-0.00011417,0,1.0679e-21,6.448e-19,2.6676e-18,1,24900,0,24900,0
0,1.5,0,0,0,0,9.3159e+09,-363.03,9.3159e+09,1976,7.3936e-15,-3.6956e-06,3472.5,2.4393e+18,3.5e-05,0,0,248.04,-1.697e+08,3455.7,0,10,1.2196e+22,0,-0.00011415,0,9.079e-22,8.4399e-19,2.27e-18,1,25200,0,25200,0
0,1.5,0,0,0,0,9.3054e+09,-362.97,9.3054e+09,1975.8,1.1428e-14,-3.8099e-06,3472.4,2.4393e+18,3.5e-05,0,0,248.02,-1.6961e+08,3455.2,0,10,1.2196e+22,0,-0.00011414,0,1.2387e-21,1.3043e-18,3.0965e-18,1,25500,0,25500,0
0,1.5,0,0,0,0,9.295e+09,-362.92,9.295e+09,1975.7,1.6837e-14,-3.926e-06,3472.2,2.4393e+18,3.5e-05,0,0,248,-1.6951e+08,3454.6,0,10,1.2196e+22,0,-0.00011413,0,1.0869e-21,1.9214e-18,2.7144e-18,1,25800,0,25800,0
0,1.5,0,0,0,0,9.2846e+09,-362.86,9.2846e+09,1975.5,2.2246e-14,-4.0421e-06,3472.1,2.4393e+18,3.5e-05,0,0,247.98,-1.6941e+08,3454.1,0,10,1.2196e+22,0,-0.00011411,0,9.351e-22,2.5385e-18,2.3322e-18,1,26100,0,26100,0
