"velocity:0","velocity:1","velocity:2","u_f:0","u_f:1","u_f:2","p_f","p_c","p","T","porosity","peridotite","density","viscosity","thermal_expansivity","porosity_change","peridotite_change","nonadiabatic_temperature","nonadiabatic_pressure","melt_density","permeability","melt_viscosity","compaction_viscosity","melt_fraction","adiabatic_heating","latent_heat","shear_heating","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,1.5,0,0,0,0,1.0199e+10,-465.17,1.0199e+10,1990,0,0,3482.1,2.4393e+18,3.5e-05,0,0,249.8,-1.7132e+08,3501.6,0,10,1.2196e+22,0,-0.00011528,0,1.3317e-21,1,0,0,0,0
0,1.5,0,0,0,0,1.0188e+10,-465.07,1.0188e+10,1989.8,-1.407e-24,5.0074e-09,3482,2.4393e+18,3.5e-05,0,0,249.78,-1.7122e+08,3501.1,0,10,1.2196e+22,0,-0.00011527,0,1.4761e-21,1,300,0,300,0
0,1.5,0,0,0,0,1.0178e+10,-464.97,1.0178e+10,1989.7,-2.8139e-24,1.0015e-08,3481.9,2.4393e+18,3.5e-05,0,0,249.76,-1.7112e+08,3500.6,0,10,1.2196e+22,0,-0.00011525,0,1.6204e-21,1,600,0,600,0
0,1.5,0,0,0,0,1.0167e+10,-464.87,1.0167e+10,1989.5,-4.2209e-24,1.5022e-08,3481.7,2.4393e+18,3.5e-05,0,0,249.74,-1.7103e+08,3500.1,0,10,1.2196e+22,0,-0.00011524,0,1.7647e-21,1,900,0,900,0
0,1.5,0,0,0,0,1.0157e+10,-464.8,1.0157e+10,1989.3,2.8567e-23,-8.7696e-08,3481.6,2.4393e+18,3.5e-05,0,0,249.72,-1.7093e+08,3499.5,0,10,1.2196e+22,0,-0.00011523,0,2.3366e-21,1,1200,0,1200,0
0,1.5,0,0,0,0,1.0146e+10,-464.74,1.0146e+10,1989.2,6.6239e-23,-2.058e-07,3481.5,2.4393e+18,3.5e-05,0,0,249.69,-1.7083e+08,3499,0,10,1.2196e+22,0,-0.00011521,0,2.066e-21,1,1500,0,1500,0
0,1.5,0,0,0,0,1.0136e+10,-464.67,1.0136e+10,1989,1.0391e-22,-3.2391e-07,3481.4,2.4393e+18,3.5e-05,0,0,249.67,-1.7073e+08,3498.5,0,10,1.2196e+22,0,-0.0001152,0,1.7954e-21,1,1800,0,1800,0
0,1.5,0,0,0,0,1.0126e+10,-464.63,1.0126e+10,1988.8,2.3997e-22,-2.3233e-07,3481.3,2.4393e+18,3.5e-05,0,0,249.65,-1.7064e+08,3497.9,0,10,1.2196e+22,0,-0.00011519,0,2.3735e-21,1,2100,0,2100,0
0,1.5,0,0,0,0,1.0115e+10,-464.6,1.0115e+10,1988.7,4.0883e-22,-7.0845e-08,3481.2,2.4393e+18,3.5e-05,0,0,249.63,-1.7054e+08,3497.4,0,10,1.2196e+22,0,-0.00011517,0,1.9939e-21,1,2400,0,2400,0
0,1.5,0,0,0,0,1.0105e+10,-464.57,1.0105e+10,1988.5,5.7768e-22,9.0636e-08,3481.1,2.4393e+18,3.5e-05,0,0,249.61,-1.7044e+08,3496.9,0,10,1.2196e+22,0,-0.00011516,0,1.6144e-21,1,2700,0,2700,0
0,1.5,0,0,0,0,1.0094e+10,-464.52,1.0094e+10,1988.3,1.0364e-21,1.9422e-07,3480.9,2.4393e+18,3.5e-05,0,0,249.59,-1.7034e+08,3496.3,0,10,1.2196e+22,0,-0.00011515,0,1.9935e-21,1,3000,0,3000,0
0,1.5,0,0,0,0,1.0084e+10,-464.46,1.0084e+10,1988.2,1.6691e-21,2.6306e-07,3480.8,2.4393e+18,3.5e-05,0,0,249.57,-1.7025e+08,3495.8,0,10,1.2196e+22,0,-0.00011513,0,1.726e-21,1,3300,0,3300,0
0,1.5,0,0,0,0,1.0073e+10,-464.4,1.0073e+10,1988,2.3017e-21,3.3191e-07,3480.7,2.4393e+18,3.5e-05,0,0,249.55,-1.7015e+08,3495.3,0,10,1.2196e+22,0,-0.00011512,0,1.4585e-21,1,3600,0,3600,0
0,1.5,0,0,0,0,1.0063e+10,-464.33,1.0063e+10,1987.8,3.6914e-21,2.7703e-07,3480.6,2.4393e+18,3.5e-05,0,0,249.53,-1.7005e+08,3494.7,0,10,1.2196e+22,0,-0.00011511,0,2.209e-21,1,3900,0,3900,0
0,1.5,0,0,0,0,1.0052e+10,-464.27,1.0052e+10,1987.7,5.8382e-21,9.8438e-08,3480.5,2.4393e+18,3.5e-05,0,0,249.51,-1.6995e+08,3494.2,0,10,1.2196e+22,0,-0.00011509,0,1.9397e-21,1,4200,0,4200,0
0,1.5,0,0,0,0,1.0042e+10,-464.2,1.0042e+10,1987.5,7.9849e-21,-8.0156e-08,3480.4,2.4393e+18,3.5e-05,0,0,249.49,-1.6986e+08,3493.7,0,10,1.2196e+22,0,-0.00011508,0,1.6704e-21,1,4500,0,4500,0
0,1.5,0,0,0,0,1.0032e+10,-464.13,1.0032e+10,1987.3,1.1887e-20,-2.0771e-07,3480.3,2.4393e+18,3.5e-05,0,0,249.46,-1.6976e+08,3493.1,0,10,1.2196e+22,0,-0.00011507,0,2.2731e-21,1,4800,0,4800,0
0,1.5,0,0,0,0,1.0021e+10,-464.07,1.0021e+10,1987.2,1.8714e-20,-2.5019e-07,3480.1,2.4393e+18,3.5e-05,0,0,249.44,-1.6966e+08,3492.6,0,10,1.2196e+22,0,-0.00011505,0,1.9961e-21,1,5100,0,5100,0
0,1.5,0,0,0,0,1.0011e+10,-464.01,1.0011e+10,1987,2.5541e-20,-2.9266e-07,3480,2.4393e+18,3.5e-05,0,0,249.42,-1.6956e+08,3492.1,0,10,1.2196e+22,0,-0.00011504,0,1.7192e-21,1,5400,0,5400,0
0,1.5,0,0,0,0,1e+10,-463.95,1e+10,1986.8,3.5833e-20,-3.1829e-07,3479.9,2.4393e+18,3.5e-05,0,0,249.4,-1.6947e+08,3491.5,0,10,1.2196e+22,0,-0.00011503,0,2.2453e-21,1,5700,0,5700,0
0,1.5,0,0,0,0,9.9898e+09,-463.88,9.9898e+09,1986.7,5.652e-20,-2.9333e-07,3479.8,2.4393e+18,3.5e-05,0,0,249.38,-1.6937e+08,3491,0,10,1.2196e+22,0,-0.00011501,0,1.9705e-21,1,6000,0,6000,0
0,1.5,0,0,0,0,9.9794e+09,-463.82,9.9794e+09,1986.5,7.7208e-20,-2.6838e-07,3479.7,2.4393e+18,3.5e-05,0,0,249.36,-1.6927e+08,3490.5,0,10,1.2196e+22,0,-0.000115,0,1.6958e-21,1,6300,0,6300,0
0,1.5,0,0,0,0,9.9689e+09,-463.75,9.9689e+09,1986.3,1.0284e-19,-2.5537e-07,3479.6,2.4393e+18,3.5e-05,0,0,249.34,-1.6917e+08,3489.9,0,10,1.2196e+22,0,-0.00011499,0,2.4455e-21,1,6600,0,6600,0
0,1.5,0,0,0,0,9.9585e+09,-463.68,9.9585e+09,1986.2,1.6311e-19,-3.2596e-07,3479.5,2.4393e+18,3.5e-05,0,0,249.32,-1.6908e+08,3489.4,0,10,1.2196e+22,0,-0.00011497,0,2.1693e-21,1,6900,0,6900,0
0,1.5,0,0,0,0,9.9481e+09,-463.61,9.9481e+09,1986,2.2337e-19,-3.9655e-07,3479.4,2.4393e+18,3.5e-05,0,0,249.3,-1.6898e+08,3488.9,0,10,1.2196e+22,0,-0.00011496,0,1.8931e-21,1,7200,0,7200,0
0,1.5,0,0,0,0,9.9376e+09,-463.54,9.9376e+09,1985.8,2.8363e-19,-4.6713e-07,3479.2,2.4393e+18,3.5e-05,0,0,249.28,-1.6888e+08,3488.3,0,10,1.2196e+22,0,-0.00011494,0,1.6169e-21,1,7500,0,7500,0
0,1.5,0,0,0,0,9.9272e+09,-463.48,9.9272e+09,1985.7,4.5323e-19,-5.5385e-07,3479.1,2.4393e+18,3.5e-05,0,0,249.25,-1.6878e+08,3487.8,0,10,1.2196e+22,0,-0.00011493,0,2.2051e-21,1,7800,0,7800,0
0,1.5,0,0,0,0,9.9168e+09,-463.43,9.9168e+09,1985.5,6.2283e-19,-6.4057e-07,3479,2.4393e+18,3.5e-05,0,0,249.23,-1.6869e+08,3487.3,0,10,1.2196e+22,0,-0.00011492,0,1.8638e-21,1,8100,0,8100,0
0,1.5,0,0,0,0,9.9063e+09,-463.37,9.9063e+09,1985.3,7.9243e-19,-7.2728e-07,3478.9,2.4393e+18,3.5e-05,0,0,249.21,-1.6859e+08,3486.7,0,10,1.2196e+22,0,-0.0001149,0,1.5225e-21,1,8400,0,8400,0
0,1.5,0,0,0,0,9.8959e+09,-463.3,9.8959e+09,1985.2,1.2182e-18,-8.3589e-07,3478.8,2.4393e+18,3.5e-05,0,0,249.19,-1.6849e+08,3486.2,0,10,1.2196e+22,0,-0.00011489,0,2.045e-21,1,8700,0,8700,0
0,1.5,0,0,0,0,9.8854e+09,-463.23,9.8854e+09,1985,1.6806e-18,-9.4762e-07,3478.7,2.4393e+18,3.5e-05,0,0,249.17,-1.6839e+08,3485.6,0,10,1.2196e+22,0,-0.00011488,0,1.7775e-21,1,9000,0,9000,0
0,1.5,0,0,0,0,9.875e+09,-463.17,9.875e+09,1984.8,2.143e-18,-1.0593e-06,3478.6,2.4393e+18,3.5e-05,0,0,249.15,-1.683e+08,3485.1,0,10,1.2196e+22,0,-0.00011486,0,1.51e-21,1,9300,0,9300,0
0,1.5,0,0,0,0,9.8646e+09,-463.1,9.8646e+09,1984.7,3.1758e-18,-1.2066e-06,3478.4,2.4393e+18,3.5e-05,0,0,249.13,-1.682e+08,3484.6,0,10,1.2196e+22,0,-0.00011485,0,2.2526e-21,1,9600,0,9600,0
0,1.5,0,0,0,0,9.8541e+09,-463.03,9.8541e+09,1984.5,4.3987e-18,-1.3656e-06,3478.3,2.4393e+18,3.5e-05,0,0,249.11,-1.681e+08,3484,0,10,1.2196e+22,0,-0.00011484,0,1.9757e-21,1,9900,0,9900,0
0,1.5,0,0,0,0,9.8437e+09,-462.96,9.8437e+09,1984.3,5.6217e-18,-1.5246e-06,3478.2,2.4393e+18,3.5e-05,0,0,249.09,-1.68e+08,3483.5,0,10,1.2196e+22,0,-0.00011482,0,1.6988e-21,1,10200,0,10200,0
0,1.5,0,0,0,0,9.8333e+09,-462.9,9.8333e+09,1984.2,8.0426e-18,-1.6952e-06,3478.1,2.4393e+18,3.5e-05,0,0,249.07,-1.6791e+08,3482.9,0,10,1.2196e+22,0,-0.00011481,0,2.295e-21,1,10500,0,10500,0
0,1.5,0,0,0,0,9.8228e+09,-462.84,9.8228e+09,1984,1.1182e-17,-1.8727e-06,3478,2.4393e+18,3.5e-05,0,0,249.05,-1.6781e+08,3482.4,0,10,1.2196e+22,0,-0.0001148,0,1.9712e-21,1,10800,0,10800,0
0,1.5,0,0,0,0,9.8124e+09,-462.78,9.8124e+09,1983.8,1.4322e-17,-2.0502e-06,3477.9,2.4393e+18,3.5e-05,0,0,249.02,-1.6771e+08,3481.9,0,10,1.2196e+22,0,-0.00011478,0,1.6475e-21,1,11100,0,11100,0
0,1.5,0,0,0,0,9.802e+09,-462.72,9.802e+09,1983.7,1.9805e-17,-2.2187e-06,3477.8,2.4393e+18,3.5e-05,0,0,249,-1.6762e+08,3481.3,0,10,1.2196e+22,0,-0.00011477,0,2.1421e-21,1,11400,0,11400,0
0,1.5,0,0,0,0,9.7915e+09,-462.65,9.7915e+09,1983.5,2.7632e-17,-2.3782e-06,3477.6,2.4393e+18,3.5e-05,0,0,248.98,-1.6752e+08,3480.8,0,10,1.2196e+22,0,-0.00011476,0,1.8743e-21,1,11700,0,11700,0
0,1.5,0,0,0,0,9.7811e+09,-462.59,9.7811e+09,1983.3,3.5459e-17,-2.5376e-06,3477.5,2.4393e+18,3.5e-05,0,0,248.96,-1.6742e+08,3480.2,0,10,1.2196e+22,0,-0.00011474,0,1.6064e-21,1,12000,0,12000,0
0,1.5,0,0,0,0,9.7707e+09,-462.52,9.7707e+09,1983.2,4.7459e-17,-2.6857e-06,3477.4,2.4393e+18,3.5e-05,0,0,248.94,-1.6732e+08,3479.7,0,10,1.2196e+22,0,-0.00011473,0,2.348e-21,1,12300,0,12300,0
0,1.5,0,0,0,0,9.7602e+09,-462.45,9.7602e+09,1983,6.6414e-17,-2.8146e-06,3477.3,2.4393e+18,3.5e-05,0,0,248.92,-1.6723e+08,3479.2,0,10,1.2196e+22,0,-0.00011472,0,2.0707e-21,1,12600,0,12600,0
0,1.5,0,0,0,0,9.7498e+09,-462.38,9.7498e+09,1982.8,8.5368e-17,-2.9436e-06,3477.2,2.4393e+18,3.5e-05,0,0,248.9,-1.6713e+08,3478.6,0,10,1.2196e+22,0,-0.0001147,0,1.7934e-21,1,12900,0,12900,0
0,1.5,0,0,0,0,9.7394e+09,-462.31,9.7394e+09,1982.7,1.1075e-16,-3.07e-06,3477.1,2.4393e+18,3.5e-05,0,0,248.88,-1.6703e+08,3478.1,0,10,1.2196e+22,0,-0.00011469,0,2.4034e-21,1,13200,0,13200,0
0,1.5,0,0,0,0,9.7289e+09,-462.26,9.7289e+09,1982.5,1.5543e-16,-3.1886e-06,3477,2.4393e+18,3.5e-05,0,0,248.86,-1.6694e+08,3477.5,0,10,1.2196e+22,0,-0.00011468,0,2.0809e-21,1,13500,0,13500,0
0,1.5,0,0,0,0,9.7185e+09,-462.2,9.7185e+09,1982.3,2.0011e-16,-3.3071e-06,3476.9,2.4393e+18,3.5e-05,0,0,248.84,-1.6684e+08,3477,0,10,1.2196e+22,0,-0.00011466,0,1.7584e-21,1,13800,0,13800,0
0,1.5,0,0,0,0,9.7081e+09,-462.14,9.7081e+09,1982.2,2.5209e-16,-3.4243e-06,3476.7,2.4393e+18,3.5e-05,0,0,248.82,-1.6674e+08,3476.4,0,10,1.2196e+22,0,-0.00011465,0,2.2327e-21,1,14100,0,14100,0
0,1.5,0,0,0,0,9.6977e+09,-462.07,9.6977e+09,1982,3.5514e-16,-3.5316e-06,3476.6,2.4393e+18,3.5e-05,0,0,248.79,-1.6664e+08,3475.9,0,10,1.2196e+22,0,-0.00011464,0,1.9642e-21,1,14400,0,14400,0
0,1.5,0,0,0,0,9.6872e+09,-462,9.6872e+09,1981.8,4.5819e-16,-3.6389e-06,3476.5,2.4393e+18,3.5e-05,0,0,248.77,-1.6655e+08,3475.4,0,10,1.2196e+22,0,-0.00011462,0,1.6956e-21,1,14700,0,14700,0
0,1.5,0,0,0,0,9.6768e+09,-461.94,9.6768e+09,1981.7,5.6124e-16,-3.7462e-06,3476.4,2.4393e+18,3.5e-05,0,0,248.75,-1.6645e+08,3474.8,0,10,1.2196e+22,0,-0.00011461,0,1.4271e-21,1,15000,0,15000,0
0,1.5,0,0,0,0,9.6664e+09,-461.87,9.6664e+09,1981.5,7.9664e-16,-3.8598e-06,3476.3,2.4393e+18,3.5e-05,0,0,248.73,-1.6635e+08,3474.3,0,10,1.2196e+22,0,-0.0001146,0,2.169e-21,1,15300,0,15300,0
0,1.5,0,0,0,0,9.6559e+09,-461.8,9.6559e+09,1981.3,1.0321e-15,-3.9733e-06,3476.2,2.4393e+18,3.5e-05,0,0,248.71,-1.6626e+08,3473.7,0,10,1.2196e+22,0,-0.00011458,0,1.8892e-21,1,15600,0,15600,0
0,1.5,0,0,0,0,9.6455e+09,-461.73,9.6455e+09,1981.2,1.2675e-15,-4.0868e-06,3476.1,2.4393e+18,3.5e-05,0,0,248.69,-1.6616e+08,3473.2,0,10,1.2196e+22,0,-0.00011457,0,1.6095e-21,1,15900,0,15900,0
0,1.5,0,0,0,0,9.6351e+09,-461.67,9.6351e+09,1981,1.7743e-15,-4.2237e-06,3475.9,2.4393e+18,3.5e-05,0,0,248.67,-1.6606e+08,3472.6,0,10,1.2196e+22,0,-0.00011456,0,2.1987e-21,1,16200,0,16200,0
0,1.5,0,0,0,0,9.6247e+09,-461.61,9.6247e+09,1980.8,2.3199e-15,-4.364e-06,3475.8,2.4393e+18,3.5e-05,0,0,248.65,-1.6597e+08,3472.1,0,10,1.2196e+22,0,-0.00011454,0,1.8768e-21,1,16500,0,16500,0
0,1.5,0,0,0,0,9.6142e+09,-461.55,9.6142e+09,1980.7,2.8655e-15,-4.5042e-06,3475.7,2.4393e+18,3.5e-05,0,0,248.63,-1.6587e+08,3471.5,0,10,1.2196e+22,0,-0.00011453,0,1.5548e-21,1,16800,0,16800,0
0,1.5,0,0,0,0,9.6038e+09,-461.49,9.6038e+09,1980.5,4.0016e-15,-4.6512e-06,3475.6,2.4393e+18,3.5e-05,0,0,248.61,-1.6577e+08,3471,0,10,1.2196e+22,0,-0.00011452,0,2.0619e-21,1,17100,0,17100,0
0,1.5,0,0,0,0,9.5934e+09,-461.42,9.5934e+09,1980.3,5.3346e-15,-4.8003e-06,3475.5,2.4393e+18,3.5e-05,0,0,248.59,-1.6567e+08,3470.4,0,10,1.2196e+22,0,-0.0001145,0,1.7959e-21,1,17400,0,17400,0
0,1.5,0,0,0,0,9.5829e+09,-461.36,9.5829e+09,1980.2,6.6676e-15,-4.9495e-06,3475.4,2.4393e+18,3.5e-05,0,0,248.56,-1.6558e+08,3469.9,0,10,1.2196e+22,0,-0.00011449,0,1.53e-21,1,17700,0,17700,0
0,1.5,0,0,0,0,9.5725e+09,-461.29,9.5725e+09,1980,9.404e-15,-5.1102e-06,3475.3,2.4393e+18,3.5e-05,0,0,248.54,-1.6548e+08,3469.3,0,10,1.2196e+22,0,-0.00011448,0,2.2641e-21,1,18000,0,18000,0
0,1.5,0,0,0,0,9.5621e+09,-461.22,9.5621e+09,1979.8,1.2982e-14,-5.2779e-06,3475.2,2.4393e+18,3.5e-05,0,0,248.52,-1.6538e+08,3468.8,0,10,1.2196e+22,0,-0.00011446,0,1.9884e-21,1,18300,0,18300,0
0,1.5,0,0,0,0,9.5517e+09,-461.15,9.5517e+09,1979.7,1.6561e-14,-5.4455e-06,3475,2.4393e+18,3.5e-05,0,0,248.5,-1.6529e+08,3468.2,0,10,1.2196e+22,0,-0.00011445,0,1.7127e-21,1,18600,0,18600,0
0,1.5,0,0,0,0,9.5412e+09,-461.09,9.5412e+09,1979.5,2.3722e-14,-5.6307e-06,3474.9,2.4393e+18,3.5e-05,0,0,248.48,-1.6519e+08,3467.7,0,10,1.2196e+22,0,-0.00011444,0,2.3079e-21,1,18900,0,18900,0
0,1.5,0,0,0,0,9.5308e+09,-461.03,9.5308e+09,1979.3,3.4466e-14,-5.8334e-06,3474.8,2.4393e+18,3.5e-05,0,0,248.46,-1.6509e+08,3467.1,0,10,1.2196e+22,0,-0.00011442,0,1.9888e-21,1,19200,0,19200,0
0,1.5,0,0,0,0,9.5204e+09,-460.97,9.5204e+09,1979.2,4.521e-14,-6.0362e-06,3474.7,2.4393e+18,3.5e-05,0,0,248.44,-1.65e+08,3466.6,0,10,1.2196e+22,0,-0.00011441,0,1.6696e-21,1,19500,0,19500,0
0,1.5,0,0,0,0,9.51e+09,-460.91,9.51e+09,1979,6.5169e-14,-6.2453e-06,3474.6,2.4393e+18,3.5e-05,0,0,248.42,-1.649e+08,3466,0,10,1.2196e+22,0,-0.0001144,0,2.1538e-21,1,19800,0,19800,0
0,1.5,0,0,0,0,9.4996e+09,-460.84,9.4996e+09,1978.8,1.0049e-13,-6.4651e-06,3474.5,2.4393e+18,3.5e-05,0,0,248.4,-1.648e+08,3465.5,0,10,1.2196e+22,0,-0.00011438,0,1.8891e-21,1,20100,0,20100,0
0,1.5,0,0,0,0,9.4891e+09,-460.77,9.4891e+09,1978.7,1.358e-13,-6.6849e-06,3474.4,2.4393e+18,3.5e-05,0,0,248.38,-1.6471e+08,3464.9,0,10,1.2196e+22,0,-0.00011437,0,1.6245e-21,1,20400,0,20400,0
0,1.5,0,0,0,0,9.4787e+09,-460.7,9.4787e+09,1978.5,1.9276e-13,-6.9067e-06,3474.2,2.4393e+18,3.5e-05,0,0,248.36,-1.6461e+08,3464.4,1.121e-46,10,1.2196e+22,0,-0.00011436,0,2.3598e-21,1,20700,0,20700,0
0,1.5,0,0,0,0,9.4683e+09,-460.63,9.4683e+09,1978.3,3.1466e-13,-7.1347e-06,3474.1,2.4393e+18,3.5e-05,0,0,248.34,-1.6451e+08,3463.8,5.6052e-46,10,1.2196e+22,0,-0.00011434,0,2.0846e-21,1,21000,0,21000,0
0,1.5,0,0,0,0,9.4579e+09,-460.56,9.4579e+09,1978.2,4.3655e-13,-7.3626e-06,3474,2.4393e+18,3.5e-05,0,0,248.31,-1.6442e+08,3463.3,1.0089e-45,10,1.2196e+22,0,-0.00011433,0,1.8094e-21,1,21300,0,21300,0
0,1.5,0,0,0,0,9.4474e+09,-460.49,9.4474e+09,1978,5.9645e-13,-7.5919e-06,3473.9,2.4393e+18,3.5e-05,0,0,248.29,-1.6432e+08,3462.7,2.6344e-45,10,1.2196e+22,0,-0.00011432,0,2.4197e-21,1,21600,0,21600,0
0,1.5,0,0,0,0,9.437e+09,-460.42,9.437e+09,1977.8,1.0224e-12,-7.8306e-06,3473.8,2.4393e+18,3.5e-05,0,0,248.27,-1.6422e+08,3462.2,1.25e-44,10,1.2196e+22,0,-0.0001143,0,2.0999e-21,1,21900,0,21900,0
0,1.5,0,0,0,0,9.4266e+09,-460.35,9.4266e+09,1977.7,1.4484e-12,-8.0693e-06,3473.7,2.4393e+18,3.5e-05,0,0,248.25,-1.6413e+08,3461.6,2.2365e-44,10,1.2196e+22,0,-0.00011429,0,1.78e-21,1,22200,0,22200,0
0,1.5,0,0,0,0,9.4162e+09,-460.29,9.4162e+09,1977.5,1.8744e-12,-8.308e-06,3473.6,2.4393e+18,3.5e-05,0,0,248.23,-1.6403e+08,3461.1,3.223e-44,10,1.2196e+22,0,-0.00011428,0,1.4602e-21,1,22500,0,22500,0
0,1.5,0,0,0,0,9.4058e+09,-460.19,9.4058e+09,1977.3,3.3492e-12,-8.5553e-06,3473.5,2.4393e+18,3.5e-05,0,0,248.21,-1.6393e+08,3460.5,4.5778e-43,10,1.2196e+22,0,-0.00011426,0,1.9833e-21,1,22800,0,22800,0
0,1.5,0,0,0,0,9.3953e+09,-460.09,9.3953e+09,1977.2,4.8241e-12,-8.8027e-06,3473.3,2.4393e+18,3.5e-05,0,0,248.19,-1.6384e+08,3460,8.8332e-43,10,1.2196e+22,0,-0.00011425,0,1.7161e-21,1,23100,0,23100,0
0,1.5,0,0,0,0,9.3849e+09,-459.99,9.3849e+09,1977,6.2989e-12,-9.0501e-06,3473.2,2.4393e+18,3.5e-05,0,0,248.17,-1.6374e+08,3459.4,1.3089e-42,10,1.2196e+22,0,-0.00011424,0,1.4489e-21,1,23400,0,23400,0
0,1.5,0,0,0,0,9.3745e+09,-459.83,9.3745e+09,1976.8,1.0864e-11,-9.3056e-06,3473.1,2.4393e+18,3.5e-05,0,0,248.15,-1.6364e+08,3458.9,1.6148e-41,10,1.2196e+22,0,-0.00011422,0,2.184e-21,1,23700,0,23700,0
0,1.5,0,0,0,0,9.3641e+09,-459.65,9.3641e+09,1976.7,1.587e-11,-9.5622e-06,3473,2.4393e+18,3.5e-05,0,0,248.13,-1.6355e+08,3458.3,3.3046e-41,10,1.2196e+22,0,-0.00011421,0,1.9061e-21,1,24000,0,24000,0
0,1.5,0,0,0,0,9.3537e+09,-459.47,9.3537e+09,1976.5,2.0876e-11,-9.8189e-06,3472.9,2.4393e+18,3.5e-05,0,0,248.11,-1.6345e+08,3457.8,4.9944e-41,10,1.2196e+22,0,-0.0001142,0,1.6281e-21,1,24300,0,24300,0
0,1.5,0,0,0,0,9.3432e+09,-459.08,9.3432e+09,1976.3,3.4574e-11,-1.0075e-05,3472.8,2.4393e+18,3.5e-05,0,0,248.08,-1.6335e+08,3457.2,5.2718e-40,10,1.2196e+22,0,-0.00011418,0,2.2054e-21,1,24600,0,24600,0
0,1.5,0,0,0,0,9.3328e+09,-458.63,9.3328e+09,1976.2,5.1169e-11,-1.0331e-05,3472.7,2.4393e+18,3.5e-05,0,0,248.06,-1.6326e+08,3456.6,1.1579e-39,10,1.2196e+22,0,-0.00011417,0,1.8826e-21,1,24900,0,24900,0
0,1.5,0,0,0,0,9.3224e+09,-458.18,9.3224e+09,1976,6.7764e-11,-1.0587e-05,3472.5,2.4393e+18,3.5e-05,0,0,248.04,-1.6316e+08,3456.1,1.7886e-39,10,1.2196e+22,0,-0.00011416,0,1.5599e-21,1,25200,0,25200,0
0,1.5,0,0,0,0,9.312e+09,-457.08,9.312e+09,1975.8,1.0755e-10,-1.0833e-05,3472.4,2.4393e+18,3.5e-05,0,0,248.02,-1.6306e+08,3455.5,1.5758e-38,10,1.2196e+22,0,-0.00011414,0,2.0368e-21,1,25500,0,25500,0
0,1.5,0,0,0,0,9.3016e+09,-455.6,9.3016e+09,1975.7,1.6125e-10,-1.1073e-05,3472.3,2.4393e+18,3.5e-05,0,0,248,-1.6297e+08,3455,3.773e-38,10,1.2196e+22,0,-0.00011413,0,1.7567e-21,1,25800,0,25800,0
0,1.5,0,0,0,0,9.2912e+09,-454.12,9.2911e+09,1975.5,2.1495e-10,-1.1313e-05,3472.2,2.4393e+18,3.5e-05,0,0,247.98,-1.6287e+08,3454.4,5.9702e-38,10,1.2196e+22,0,-0.00011412,0,1.4766e-21,1,26100,0,26100,0
0,1.5,0,0,0,0,9.2807e+09,-450.85,9.2807e+09,1975.3,3.2671e-10,-1.1543e-05,3472.1,2.4393e+18,3.5e-05,0,0,247.96,-1.6277e+08,3453.9,4.2813e-37,10,1.2196e+22,0,-0.0001141,0,2.1402e-21,1,26400,0,26400,0
0,1.5,0,0,0,0,9.2703e+09,-445.78,9.2703e+09,1975.2,4.9652e-10,-1.1762e-05,3472,2.4393e+18,3.5e-05,0,0,247.94,-1.6268e+08,3453.3,1.143e-36,10,1.2196e+22,0,-0.00011409,0,1.8073e-21,1,26700,0,26700,0
0,1.5,0,0,0,0,9.2599e+09,-440.71,9.2599e+09,1975,6.6634e-10,-1.1981e-05,3471.9,2.4393e+18,3.5e-05,0,0,247.92,-1.6258e+08,3452.7,1.8579e-36,10,1.2196e+22,0,-0.00011408,0,1.4744e-21,1,27000,0,27000,0
0,1.5,0,0,0,0,9.2495e+09,-431.04,9.2495e+09,1974.8,9.6965e-10,-1.2193e-05,3471.8,2.4393e+18,3.5e-05,0,0,247.9,-1.6248e+08,3452.2,1.0486e-35,10,1.2196e+22,0,-0.00011406,0,1.8947e-21,1,27300,0,27300,0
0,1.5,0,0,0,0,9.2391e+09,-413.71,9.2391e+09,1974.7,1.4955e-09,-1.2392e-05,3471.6,2.4393e+18,3.5e-05,0,0,247.88,-1.6239e+08,3451.6,3.2302e-35,10,1.2196e+22,0,-0.00011405,0,1.4242e-21,1,27600,0,27600,0
0,1.5,0,0,0,0,9.2287e+09,-396.38,9.2287e+09,1974.5,2.0213e-09,-1.2591e-05,3471.5,2.4393e+18,3.5e-05,0,0,247.86,-1.6229e+08,3451.1,5.4118e-35,10,1.2196e+22,0,-0.00011404,0,9.5375e-22,1,27900,0,27900,0
0,1.5,0,0,0,0,9.2182e+09,-368.89,9.2182e+09,1974.3,2.8152e-09,-1.2785e-05,3471.4,2.4393e+18,3.5e-05,0,0,247.83,-1.622e+08,3450.5,2.2762e-34,10,1.2196e+22,0,-0.00011402,0,1.0417e-21,1,28200,0,28200,0
0,1.5,0,0,0,0,9.2078e+09,-310.91,9.2078e+09,1974.2,4.4136e-09,-1.2965e-05,3471.3,2.4393e+18,3.5e-05,0,0,247.81,-1.621e+08,3449.9,8.5618e-34,10,1.2196e+22,0,-0.00011401,0,7.0677e-22,1,28500,0,28500,0
0,1.5,0,0,0,0,9.1974e+09,-252.93,9.1974e+09,1974,6.0119e-09,-1.3145e-05,3471.2,2.4393e+18,3.5e-05,0,0,247.79,-1.62e+08,3449.4,1.4847e-33,10,1.2196e+22,0,-0.000114,0,3.7188e-22,1,28800,0,28800,0
