"Result","velocity:0","velocity:1","velocity:2","u_f:0","u_f:1","u_f:2","p_f","p_c","p","T","porosity","density","viscosity","thermal_expansivity","melt_density","permeability","melt_viscosity","compaction_viscosity","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.001,0,-0.00016567,0,1.2527e-14,-0.00015779,0,1.1058e+07,-0.0030943,1.1058e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,31.2,0,31.2,0
0.001,0,-0.00016567,0,1.4589e-15,-0.00015779,0,1.1034e+07,-0.0046915,1.1034e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,32,0,32,0
0.001,0,-0.00016567,0,-8.1226e-15,-0.00015779,0,1.101e+07,-0.0063099,1.101e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,32.8,0,32.8,0
0.001,0,-0.00016567,0,-1.3507e-14,-0.00015779,0,1.0986e+07,-0.007634,1.0986e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,33.6,0,33.6,0
0.001,0,-0.00016567,0,-9.2286e-15,-0.00015779,0,1.0962e+07,-0.0085011,1.0962e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,34.4,0,34.4,0
0.001,0,-0.00016567,0,-1.9381e-15,-0.00015779,0,1.0938e+07,-0.0090721,1.0938e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,35.2,0,35.2,0
0.001,0,-0.00016567,0,-4.8716e-15,-0.00015779,0,1.0914e+07,-0.0088699,1.0914e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,36,0,36,0
0.001,0,-0.00016567,0,5.2619e-16,-0.00015779,0,1.089e+07,-0.0081894,1.089e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,36.8,0,36.8,0
0.001,0,-0.00016567,0,8.0458e-16,-0.00015779,0,1.0866e+07,-0.006865,1.0866e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,37.6,0,37.6,0
0.001,0,-0.00016567,0,-2.883e-15,-0.00015779,0,1.0842e+07,-0.0052385,1.0842e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,38.4,0,38.4,0
0.001,0,-0.00016567,0,-6.2137e-15,-0.00015779,0,1.0818e+07,-0.0030256,1.0818e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,39.2,0,39.2,0
0.001,0,-0.00016567,0,1.828e-15,-0.00015779,0,1.0794e+07,-0.00068756,1.0794e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,40,0,40,0
0.001,0,-0.00016567,0,-3.6384e-15,-0.00015779,0,1.077e+07,0.0019706,1.077e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,40.8,0,40.8,0
0.001,0,-0.00016567,0,-2.0462e-15,-0.00015779,0,1.0746e+07,0.0044583,1.0746e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,41.6,0,41.6,0
0.001,0,-0.00016567,0,-1.9995e-15,-0.00015779,0,1.0722e+07,0.0070404,1.0722e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,42.4,0,42.4,0
0.001,0,-0.00016567,0,-5.355e-15,-0.00015779,0,1.0698e+07,0.009556,1.0698e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,43.2,0,43.2,0
0.001,0,-0.00016567,0,-2.638e-15,-0.00015779,0,1.0674e+07,0.011667,1.0674e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,44,0,44,0
0.001,0,-0.00016567,0,-3.8562e-15,-0.00015779,0,1.065e+07,0.013733,1.065e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,44.8,0,44.8,0
0.001,0,-0.00016567,0,9.7148e-15,-0.00015779,0,1.0626e+07,0.015277,1.0626e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,45.6,0,45.6,0
0.001,0,-0.00016567,0,4.0273e-15,-0.00015779,0,1.0602e+07,0.016731,1.0602e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,46.4,0,46.4,0
0.001,0,-0.00016567,0,6.8429e-15,-0.00015779,0,1.0578e+07,0.01769,1.0578e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,47.2,0,47.2,0
0.001,0,-0.00016567,0,3.4327e-15,-0.00015779,0,1.0554e+07,0.018463,1.0554e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,48,0,48,0
0.001,0,-0.00016567,0,2.1885e-15,-0.00015779,0,1.053e+07,0.018955,1.053e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,48.8,0,48.8,0
0.001,0,-0.00016567,0,2.9456e-15,-0.00015779,0,1.0506e+07,0.01908,1.0506e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,49.6,0,49.6,0
0.001,0,-0.00016567,0,-4.7419e-15,-0.00015779,0,1.0482e+07,0.01914,1.0482e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,50.4,0,50.4,0
0.001,0,-0.00016567,0,3.0825e-16,-0.00015779,0,1.0458e+07,0.018804,1.0458e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,51.2,0,51.2,0
0.001,0,-0.00016567,0,-1.1785e-15,-0.00015779,0,1.0434e+07,0.018508,1.0434e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,52,0,52,0
0.001,0,-0.00016567,0,1.1896e-15,-0.00015779,0,1.041e+07,0.018045,1.041e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,52.8,0,52.8,0
0.001,0,-0.00016567,0,-1.1649e-15,-0.00015779,0,1.0386e+07,0.017631,1.0386e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,53.6,0,53.6,0
0.001,0,-0.00016567,0,-8.3677e-15,-0.00015779,0,1.0362e+07,0.017164,1.0362e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,54.4,0,54.4,0
0.001,0,-0.00016567,0,-1.6343e-17,-0.00015779,0,1.0338e+07,0.016668,1.0338e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,55.2,0,55.2,0
0.001,0,-0.00016567,0,1.4289e-15,-0.00015779,0,1.0314e+07,0.016414,1.0314e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,56,0,56,0
0.001,0,-0.00016567,0,9.642e-15,-0.00015779,0,1.029e+07,0.016229,1.029e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,56.8,0,56.8,0
0.001,0,-0.00016567,0,2.5887e-15,-0.00015779,0,1.0266e+07,0.016416,1.0266e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,57.6,0,57.6,0
0.001,0,-0.00016567,0,-3.4597e-15,-0.00015779,0,1.0242e+07,0.016846,1.0242e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,58.4,0,58.4,0
0.001,0,-0.00016567,0,1.9214e-15,-0.00015779,0,1.0218e+07,0.017595,1.0218e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,59.2,0,59.2,0
0.001,0,-0.00016567,0,4.9375e-16,-0.00015779,0,1.0194e+07,0.018831,1.0194e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,60,0,60,0
0.001,0,-0.00016567,0,2.4394e-15,-0.00015779,0,1.017e+07,0.020689,1.017e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,60.8,0,60.8,0
0.001,0,-0.00016567,0,-8.5632e-15,-0.00015779,0,1.0146e+07,0.023281,1.0146e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,61.6,0,61.6,0
0.001,0,-0.00016567,0,-3.9189e-15,-0.00015779,0,1.0122e+07,0.026533,1.0122e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,62.4,0,62.4,0
0.001,0,-0.00016567,0,3.9206e-16,-0.00015779,0,1.0098e+07,0.030955,1.0098e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,63.2,0,63.2,0
0.001,0,-0.00016567,0,5.3483e-15,-0.00015779,0,1.0074e+07,0.036737,1.0074e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,64,0,64,0
0.001,0,-0.00016567,0,4.2053e-15,-0.00015779,0,1.005e+07,0.044063,1.005e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,64.8,0,64.8,0
0.001,0,-0.00016567,0,-8.5305e-15,-0.00015779,0,1.0026e+07,0.053299,1.0026e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,65.6,0,65.6,0
0.001,0,-0.00016567,0,3.2451e-15,-0.00015779,0,1.0002e+07,0.065015,1.0002e+07,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,66.4,0,66.4,0
0.001,0,-0.00016567,0,-1.7919e-15,-0.00015779,0,9.9777e+06,0.079813,9.9777e+06,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,67.2,0,67.2,0
0.001,0,-0.00016567,0,6.9107e-15,-0.00015779,0,9.9537e+06,0.098036,9.9537e+06,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,68,0,68,0
0.001,0,-0.00016567,0,1.293e-15,-0.00015779,0,9.9297e+06,0.12086,9.9297e+06,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,68.8,0,68.8,0
0.001,0,-0.00016567,0,2.1177e-15,-0.00015779,0,9.9057e+06,0.14972,9.9057e+06,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,69.6,0,69.6,0
0.001,0,-0.00016567,0,1.3559e-15,-0.00015779,0,9.8817e+06,0.1853,9.8817e+06,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,70.4,0,70.4,0
0.001,0,-0.00016567,0,-2.6363e-15,-0.00015779,0,9.8577e+06,0.22915,9.8577e+06,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,71.2,0,71.2,0
0.001,0,-0.00016567,0,-8.3156e-15,-0.00015779,0,9.8337e+06,0.28463,9.8337e+06,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,72,0,72,0
0.001,0,-0.00016567,0,1.5237e-15,-0.00015779,0,9.8097e+06,0.35361,9.8097e+06,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,72.8,0,72.8,0
0.001,0,-0.00016567,0,6.534e-16,-0.00015779,0,9.7857e+06,0.43846,9.7857e+06,0,0.001,3000,9.99e+19,0,2500,5e-18,100,9.99e+19,1,73.6,0,73.6,0
0.001,0,-0.00016567,0,1.0446e-14,-0.00015779,0,9.7617e+06,0.54334,9.7617e+06,0,0.001,3000,9.99e+19,0,2500,5.0001e-18,100,9.99e+19,1,74.4,0,74.4,0
0.001,0,-0.00016567,0,2.0811e-15,-0.00015779,0,9.7377e+06,0.67646,9.7377e+06,0,0.001,3000,9.99e+19,0,2500,5.0001e-18,100,9.99e+19,1,75.2,0,75.2,0
0.001,0,-0.00016567,0,4.3585e-15,-0.00015779,0,9.7137e+06,0.84031,9.7137e+06,0,0.001,3000,9.99e+19,0,2500,5.0001e-18,100,9.99e+19,1,76,0,76,0
0.001,0,-0.00016567,0,-2.7085e-15,-0.00015779,0,9.6897e+06,1.0417,9.6898e+06,0,0.001,3000,9.99e+19,0,2500,5.0001e-18,100,9.99e+19,1,76.8,0,76.8,0
0.001,0,-0.00016567,0,-7.9644e-15,-0.00015779,0,9.6658e+06,1.2946,9.6658e+06,0,0.001,3000,9.99e+19,0,2500,5.0001e-18,100,9.99e+19,1,77.6,0,77.6,0
0.001,0,-0.00016567,0,-2.1478e-15,-0.00015779,0,9.6418e+06,1.6106,9.6418e+06,0,0.001,3000,9.99e+19,0,2500,5.0002e-18,100,9.99e+19,1,78.4,0,78.4,0
0.001,0,-0.00016567,0,-4.1563e-15,-0.00015779,0,9.6178e+06,1.9992,9.6178e+06,0,0.001,3000,9.99e+19,0,2500,5.0002e-18,100,9.99e+19,1,79.2,0,79.2,0
0.001,0,-0.00016567,0,1.7399e-15,-0.00015779,0,9.5938e+06,2.4765,9.5938e+06,0,0.001,3000,9.99e+19,0,2500,5.0003e-18,100,9.99e+19,1,80,0,80,0
0.001,0,-0.00016567,0,-1.511e-16,-0.00015779,0,9.5698e+06,3.0855,9.5698e+06,0,0.001,3000,9.99e+19,0,2500,5.0003e-18,100,9.99e+19,1,80.8,0,80.8,0
0.001,0,-0.00016567,0,3.113e-15,-0.00015779,0,9.5458e+06,3.8351,9.5458e+06,0,0.001,3000,9.99e+19,0,2500,5.0004e-18,100,9.99e+19,1,81.6,0,81.6,0
0.001,0,-0.00016567,0,2.3959e-15,-0.00015779,0,9.5218e+06,4.7564,9.5218e+06,0,0.001,3000,9.99e+19,0,2500,5.0005e-18,100,9.99e+19,1,82.4,0,82.4,0
