     Errors                                     ndofs= 1977 u_L2= 1.321960e-03 p_L2= 1.593231e-02 p_f_L2= 1.771217e-02 p_c_L= 9.260121e-03 phi_L2= 1.736581e-02 u_f_L2= 2.344852e-01
     Errors                                     ndofs= 7401 u_L2= 2.664717e-04 p_L2= 3.547905e-03 p_f_L2= 6.917689e-03 p_c_L= 2.747528e-03 phi_L2= 2.988517e-03 u_f_L2= 1.588159e-01
     Errors                                     ndofs= 28617 u_L2= 7.018954e-05 p_L2= 9.542242e-04 p_f_L2= 1.894374e-03 p_c_L= 6.360267e-04 phi_L2= 4.046486e-04 u_f_L2= 5.729711e-02
     Errors                                     ndofs= 112521 u_L2= 1.783713e-05 p_L2= 2.623673e-04 p_f_L2= 4.905274e-04 p_c_L= 1.569590e-04 phi_L2= 5.156554e-05 u_f_L2= 1.711362e-02
