"bulk_density","velocity:0","velocity:1","velocity:2","u_f:0","u_f:1","u_f:2","p_f","p_c","p","T","porosity","peridotite","density","viscosity","thermal_expansivity","porosity_change","peridotite_change","nonadiabatic_temperature","nonadiabatic_pressure","melt_density","permeability","melt_viscosity","compaction_viscosity","melt_fraction","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
3350.2,0,1.3946,0,-3.1603e-11,2.2886,0,2.6344e+09,6.6266e+05,2.6351e+09,1780.8,0.15396,0.21117,3411.4,6.8864e+17,3.5e-05,7.6068e-08,0.19749,144.93,-6.9283e+07,3013.6,1.3061e-11,10,1.0428e+19,0.21633,1,2.208e+05,0,2.208e+05,0
3349.5,0,1.3934,0,-5.7702e-11,2.2979,0,2.6143e+09,6.4372e+05,2.615e+09,1780.1,0.15449,0.21207,3411.2,6.858e+17,3.5e-05,7.6393e-08,0.19824,144.5,-6.8809e+07,3011.9,1.3179e-11,10,1.0404e+19,0.21735,1,2.214e+05,0,2.214e+05,0
3349.2,0,1.3923,0,-5.4171e-11,2.3036,0,2.5942e+09,6.2975e+05,2.5949e+09,1779.4,0.15437,0.21302,3411.1,6.8753e+17,3.5e-05,7.6735e-08,0.19887,144.04,-6.833e+07,3010.2,1.3153e-11,10,1.0426e+19,0.21839,1,2.22e+05,0,2.22e+05,0
3348.8,0,1.3911,0,-5.0639e-11,2.3092,0,2.5741e+09,6.1578e+05,2.5748e+09,1778.6,0.15425,0.21397,3410.9,6.8925e+17,3.5e-05,7.7077e-08,0.19949,143.59,-6.7851e+07,3008.6,1.3126e-11,10,1.0448e+19,0.21942,1,2.226e+05,0,2.226e+05,0
3348.5,0,1.39,0,-4.1809e-11,2.3141,0,2.554e+09,6.0995e+05,2.5548e+09,1777.9,0.15407,0.21493,3410.7,6.9137e+17,3.5e-05,7.7422e-08,0.20011,143.14,-6.7372e+07,3006.9,1.3087e-11,10,1.0473e+19,0.22047,1,2.232e+05,0,2.232e+05,0
3348.3,0,1.3887,0,4.1119e-12,2.3135,0,2.5339e+09,6.6118e+05,2.5347e+09,1777.2,0.15351,0.21595,3410.6,6.9625e+17,3.5e-05,7.7786e-08,0.20067,142.67,-6.6889e+07,3005.2,1.2961e-11,10,1.0526e+19,0.22155,1,2.238e+05,0,2.238e+05,0
3348.2,0,1.3875,0,5.0033e-11,2.3129,0,2.5137e+09,7.1241e+05,2.5146e+09,1776.4,0.15294,0.21696,3410.4,7.0113e+17,3.5e-05,7.815e-08,0.20122,142.21,-6.6405e+07,3003.5,1.2836e-11,10,1.0579e+19,0.22263,1,2.244e+05,0,2.244e+05,0
3348,0,1.3863,0,9.5954e-11,2.3123,0,2.4936e+09,7.6363e+05,2.4945e+09,1775.7,0.15238,0.21797,3410.2,7.0602e+17,3.5e-05,7.8514e-08,0.20177,141.75,-6.5922e+07,3001.8,1.271e-11,10,1.0632e+19,0.2237,1,2.25e+05,0,2.25e+05,0
3347,0,1.3847,0,6.7914e-11,2.3214,0,2.4735e+09,8.1459e+05,2.4744e+09,1775,0.15383,0.21905,3410.1,6.9689e+17,3.5e-05,7.89e-08,0.20284,141.3,-6.5429e+07,3000.1,1.3037e-11,10,1.0548e+19,0.22483,1,2.256e+05,0,2.256e+05,0
3346,0,1.3832,0,3.9874e-11,2.3305,0,2.4533e+09,8.6554e+05,2.4544e+09,1774.2,0.15528,0.22012,3409.9,6.8776e+17,3.5e-05,7.9285e-08,0.20391,140.84,-6.4937e+07,2998.4,1.3363e-11,10,1.0463e+19,0.22596,1,2.262e+05,0,2.262e+05,0
3345,0,1.3817,0,1.1834e-11,2.3396,0,2.4332e+09,9.165e+05,2.4343e+09,1773.5,0.15673,0.22119,3409.8,6.7863e+17,3.5e-05,7.9671e-08,0.20498,140.39,-6.4444e+07,2996.7,1.369e-11,10,1.0378e+19,0.22708,1,2.268e+05,0,2.268e+05,0
3343.9,0,1.3802,0,-4.3658e-11,2.3494,0,2.4132e+09,8.7757e+05,2.4142e+09,1772.8,0.15853,0.22233,3409.6,6.6757e+17,3.5e-05,8.0074e-08,0.20618,139.95,-6.3944e+07,2995,1.4112e-11,10,1.0276e+19,0.22825,1,2.274e+05,0,2.274e+05,0
3342.7,0,1.3786,0,-1.0307e-10,2.3593,0,2.3932e+09,8.258e+05,2.3942e+09,1772.1,0.16037,0.22347,3409.4,6.5624e+17,3.5e-05,8.0481e-08,0.20738,139.51,-6.3443e+07,2993.3,1.4548e-11,10,1.0171e+19,0.22942,1,2.28e+05,0,2.28e+05,0
3341.5,0,1.3771,0,-1.6249e-10,2.3691,0,2.3732e+09,7.7403e+05,2.3741e+09,1771.4,0.16222,0.2246,3409.3,6.4491e+17,3.5e-05,8.0888e-08,0.20859,139.07,-6.2942e+07,2991.6,1.4984e-11,10,1.0066e+19,0.2306,1,2.286e+05,0,2.286e+05,0
3340.9,0,1.3758,0,-9.0323e-11,2.3733,0,2.3532e+09,6.9006e+05,2.354e+09,1770.6,0.16268,0.22577,3409.1,6.4279e+17,3.5e-05,8.1294e-08,0.20945,138.58,-6.2439e+07,2989.9,1.5093e-11,10,1.0051e+19,0.23176,1,2.292e+05,0,2.292e+05,0
3340.5,0,1.3746,0,2.5699e-11,2.3756,0,2.3333e+09,5.9536e+05,2.334e+09,1769.8,0.16268,0.22694,3408.9,6.4374e+17,3.5e-05,8.1699e-08,0.21018,138.07,-6.1934e+07,2988.2,1.5093e-11,10,1.0066e+19,0.23291,1,2.298e+05,0,2.298e+05,0
3340.1,0,1.3735,0,1.4172e-10,2.3779,0,2.3133e+09,5.0066e+05,2.3139e+09,1769.1,0.16268,0.22811,3408.8,6.4468e+17,3.5e-05,8.2105e-08,0.21092,137.57,-6.143e+07,2986.5,1.5093e-11,10,1.0081e+19,0.23407,1,2.304e+05,0,2.304e+05,0
3339.8,0,1.3726,0,1.3223e-10,2.383,0,2.2934e+09,4.3252e+05,2.2939e+09,1768.1,0.16234,0.2292,3408.6,6.4819e+17,3.5e-05,8.2478e-08,0.2115,136.9,-6.0923e+07,2984.8,1.5011e-11,10,1.0122e+19,0.23512,1,2.31e+05,0,2.31e+05,0
3339.7,0,1.3719,0,4.7423e-11,2.3898,0,2.2734e+09,3.8031e+05,2.2738e+09,1767.1,0.1618,0.23024,3408.5,6.5323e+17,3.5e-05,8.2831e-08,0.21199,136.15,-6.0414e+07,2983.1,1.488e-11,10,1.0179e+19,0.23611,1,2.316e+05,0,2.316e+05,0
3339.5,0,1.3712,0,-3.738e-11,2.3966,0,2.2534e+09,3.281e+05,2.2538e+09,1766.1,0.16125,0.23128,3408.4,6.5826e+17,3.5e-05,8.3185e-08,0.21248,135.39,-5.9905e+07,2981.4,1.4748e-11,10,1.0237e+19,0.2371,1,2.322e+05,0,2.322e+05,0
3339.4,0,1.3705,0,-5.5383e-11,2.4048,0,2.2334e+09,3.1185e+05,2.2338e+09,1764.9,0.16058,0.23223,3408.3,6.6434e+17,3.5e-05,8.3521e-08,0.21291,134.56,-5.9394e+07,2979.7,1.4589e-11,10,1.0305e+19,0.23803,1,2.328e+05,0,2.328e+05,0
3339.4,0,1.3699,0,-6.5862e-12,2.4145,0,2.2133e+09,3.3156e+05,2.2137e+09,1763.8,0.1598,0.23309,3408.2,6.7145e+17,3.5e-05,8.384e-08,0.21329,133.65,-5.888e+07,2978,1.4404e-11,10,1.0385e+19,0.23891,1,2.334e+05,0,2.334e+05,0
3339.4,0,1.3693,0,4.2211e-11,2.4242,0,2.1933e+09,3.5127e+05,2.1937e+09,1762.6,0.15901,0.23396,3408,6.7856e+17,3.5e-05,8.4159e-08,0.21367,132.74,-5.8366e+07,2976.3,1.4219e-11,10,1.0464e+19,0.23978,1,2.34e+05,0,2.34e+05,0
3339.4,0,1.3685,0,5.1413e-11,2.4304,0,2.1732e+09,4.1618e+05,2.1737e+09,1761.6,0.15804,0.23491,3407.9,6.867e+17,3.5e-05,8.4532e-08,0.2141,132.01,-5.785e+07,2974.6,1.3992e-11,10,1.0551e+19,0.24082,1,2.346e+05,0,2.346e+05,0
3339.6,0,1.3675,0,-5.3753e-12,2.4308,0,2.153e+09,5.5644e+05,2.1536e+09,1760.9,0.15675,0.23603,3407.7,6.9654e+17,3.5e-05,8.4994e-08,0.21464,131.6,-5.7331e+07,2972.9,1.3696e-11,10,1.0652e+19,0.24212,1,2.352e+05,0,2.352e+05,0
3339.7,0,1.3664,0,-6.2163e-11,2.4313,0,2.1328e+09,6.9669e+05,2.1336e+09,1760.2,0.15546,0.23714,3407.6,7.0637e+17,3.5e-05,8.5456e-08,0.21518,131.19,-5.6813e+07,2971.1,1.3401e-11,10,1.0753e+19,0.24342,1,2.358e+05,0,2.358e+05,0
3339.6,0,1.3652,0,-9.2253e-11,2.4326,0,2.1126e+09,8.5541e+05,2.1136e+09,1759.8,0.15468,0.23849,3407.4,7.1203e+17,3.5e-05,8.5999e-08,0.21598,131.05,-5.6291e+07,2969.4,1.3223e-11,10,1.0809e+19,0.24496,1,2.364e+05,0,2.364e+05,0
3338.7,0,1.3631,0,-4.2247e-11,2.4365,0,2.0923e+09,1.0695e+06,2.0936e+09,1760.2,0.15546,0.24054,3407.1,7.0515e+17,3.5e-05,8.6785e-08,0.21757,131.69,-5.5763e+07,2967.5,1.3399e-11,10,1.0734e+19,0.24721,1,2.37e+05,0,2.37e+05,0
3337.9,0,1.3611,0,7.7588e-12,2.4404,0,2.072e+09,1.2836e+06,2.0736e+09,1760.5,0.15623,0.24259,3406.8,6.9827e+17,3.5e-05,8.7571e-08,0.21917,132.33,-5.5234e+07,2965.6,1.3575e-11,10,1.0659e+19,0.24946,1,2.376e+05,0,2.376e+05,0
3336.8,0,1.359,0,5.305e-11,2.4465,0,2.0518e+09,1.4787e+06,2.0536e+09,1760.9,0.15738,0.24472,3406.5,6.8902e+17,3.5e-05,8.8361e-08,0.22086,132.98,-5.4702e+07,2963.8,1.3843e-11,10,1.0561e+19,0.25172,1,2.382e+05,0,2.382e+05,0
3334.6,0,1.3561,0,6.534e-11,2.4676,0,2.0317e+09,1.5406e+06,2.0336e+09,1761.3,0.16114,0.24742,3406.2,6.6319e+17,3.5e-05,8.9189e-08,0.22315,133.62,-5.4151e+07,2961.9,1.4756e-11,10,1.0305e+19,0.25407,1,2.388e+05,0,2.388e+05,0
3332.4,0,1.3532,0,7.7629e-11,2.4888,0,2.0117e+09,1.6025e+06,2.0136e+09,1761.6,0.16491,0.25011,3405.9,6.3736e+17,3.5e-05,9.0016e-08,0.22545,134.25,-5.3599e+07,2960.1,1.5669e-11,10,1.0048e+19,0.25642,1,2.394e+05,0,2.394e+05,0
3330.1,0,1.3503,0,8.9918e-11,2.5099,0,1.9916e+09,1.6644e+06,1.9936e+09,1762,0.16867,0.2528,3405.6,6.1152e+17,3.5e-05,9.0843e-08,0.22774,134.89,-5.3047e+07,2958.2,1.6582e-11,10,9.7921e+18,0.25876,1,2.4e+05,0,2.4e+05,0
3329.3,0,1.3473,0,1.0873e-11,2.5096,0,1.9717e+09,1.5925e+06,1.9736e+09,1760.2,0.16982,0.25367,3405.6,6.0742e+17,3.5e-05,9.0985e-08,0.22815,133.33,-5.2491e+07,2956.5,1.6881e-11,10,9.7723e+18,0.2591,1,2.406e+05,0,2.406e+05,0
3328.5,0,1.3443,0,-6.8171e-11,2.5092,0,1.9518e+09,1.5207e+06,1.9537e+09,1758.3,0.17098,0.25454,3405.5,6.0331e+17,3.5e-05,9.1126e-08,0.22856,131.77,-5.1935e+07,2954.9,1.7179e-11,10,9.7525e+18,0.25943,1,2.412e+05,0,2.412e+05,0
3327.7,0,1.3412,0,-1.4722e-10,2.5088,0,1.9319e+09,1.4488e+06,1.9337e+09,1756.5,0.17213,0.25541,3405.5,5.992e+17,3.5e-05,9.1268e-08,0.22897,130.21,-5.1378e+07,2953.3,1.7477e-11,10,9.7327e+18,0.25976,1,2.418e+05,0,2.418e+05,0
3327.4,0,1.3385,0,-8.4378e-11,2.5006,0,1.912e+09,1.3921e+06,1.9137e+09,1753.3,0.17234,0.25459,3405.6,6.0325e+17,3.5e-05,9.1017e-08,0.22863,127.33,-5.0823e+07,2951.7,1.7531e-11,10,9.8072e+18,0.25895,1,2.424e+05,0,2.424e+05,0
3327.2,0,1.3359,0,-1.2714e-12,2.4914,0,1.8921e+09,1.3377e+06,1.8937e+09,1750,0.17241,0.25354,3405.8,6.0847e+17,3.5e-05,9.071e-08,0.2282,124.28,-5.0268e+07,2950.2,1.7551e-11,10,9.8951e+18,0.25797,1,2.43e+05,0,2.43e+05,0
3327.1,0,1.3333,0,8.1835e-11,2.4821,0,1.8722e+09,1.2832e+06,1.8738e+09,1746.7,0.17249,0.25249,3405.9,6.1369e+17,3.5e-05,9.0403e-08,0.22776,121.22,-4.9712e+07,2948.7,1.757e-11,10,9.9831e+18,0.25699,1,2.436e+05,0,2.436e+05,0
3325.5,0,1.3311,0,6.7704e-11,2.4975,0,1.8524e+09,1.1523e+06,1.8538e+09,1744.5,0.17528,0.25226,3406,6.0087e+17,3.5e-05,9.044e-08,0.2287,119.26,-4.915e+07,2947.1,1.834e-11,10,9.8884e+18,0.25702,1,2.442e+05,0,2.442e+05,0
3323.5,0,1.3292,0,2.116e-11,2.5211,0,1.8326e+09,9.9594e+05,1.8338e+09,1742.6,0.17899,0.25231,3405.9,5.8204e+17,3.5e-05,9.0592e-08,0.23011,117.66,-4.8586e+07,2945.5,1.936e-11,10,9.7328e+18,0.25738,1,2.448e+05,0,2.448e+05,0
3321.5,0,1.3273,0,-2.5384e-11,2.5447,0,1.8129e+09,8.3956e+05,1.8139e+09,1740.7,0.18269,0.25235,3405.9,5.632e+17,3.5e-05,9.0743e-08,0.23152,116.07,-4.8022e+07,2943.8,2.038e-11,10,9.5773e+18,0.25774,1,2.454e+05,0,2.454e+05,0
3320.2,0,1.3261,0,-3.2541e-11,2.5628,0,1.7932e+09,6.0757e+05,1.7939e+09,1740.7,0.18422,0.25368,3405.7,5.539e+17,3.5e-05,9.1449e-08,0.23334,116.3,-4.7458e+07,2941.9,2.0804e-11,10,9.4869e+18,0.25972,1,2.46e+05,0,2.46e+05,0
3319.4,0,1.3254,0,-1.6067e-11,2.5777,0,1.7736e+09,3.302e+05,1.774e+09,1741.7,0.18446,0.25577,3405.3,5.5032e+17,3.5e-05,9.2488e-08,0.23542,117.63,-4.6894e+07,2940,2.0872e-11,10,9.4357e+18,0.26267,1,2.466e+05,0,2.466e+05,0
3318.7,0,1.3247,0,4.0771e-13,2.5926,0,1.754e+09,52831,1.754e+09,1742.8,0.18469,0.25787,3404.9,5.4675e+17,3.5e-05,9.3527e-08,0.2375,118.96,-4.633e+07,2938,2.0939e-11,10,9.3845e+18,0.26563,1,2.472e+05,0,2.472e+05,0
3318.9,0,1.3246,0,1.0535e-11,2.6019,0,1.7342e+09,-1.4348e+05,1.7341e+09,1745.7,0.18237,0.26197,3404.3,5.5457e+17,3.5e-05,9.5241e-08,0.2398,122.1,-4.5756e+07,2935.8,2.0308e-11,10,9.4174e+18,0.27051,1,2.478e+05,0,2.478e+05,0
3320.1,0,1.3252,0,1.4316e-11,2.6055,0,1.7145e+09,-2.5874e+05,1.7141e+09,1750.3,0.1775,0.26808,3403.5,5.738e+17,3.5e-05,9.763e-08,0.24232,127.04,-4.5174e+07,2933.5,1.8976e-11,10,9.5342e+18,0.27732,1,2.484e+05,0,2.484e+05,0
3321.3,0,1.3257,0,1.8097e-11,2.6092,0,1.6947e+09,-3.7401e+05,1.6942e+09,1755,0.17262,0.27419,3402.7,5.9303e+17,3.5e-05,1.0002e-07,0.24484,131.98,-4.4591e+07,2931.1,1.7645e-11,10,9.6511e+18,0.28413,1,2.49e+05,0,2.49e+05,0
3322.4,0,1.3259,0,1.6395e-11,2.6019,0,1.6747e+09,-3.1435e+05,1.6743e+09,1761.1,0.16763,0.28202,3401.7,6.1087e+17,3.5e-05,1.0314e-07,0.24825,138.38,-4.4001e+07,2928.6,1.6347e-11,10,9.7422e+18,0.29302,1,2.496e+05,0,2.496e+05,0
3323.4,0,1.3256,0,5.5543e-12,2.5766,0,1.6543e+09,36841,1.6544e+09,1769.7,0.16243,0.29272,3400.4,6.2638e+17,3.5e-05,1.075e-07,0.25314,147.19,-4.34e+07,2925.9,1.5102e-11,10,9.7906e+18,0.30538,1,2.502e+05,0,2.502e+05,0
3324.3,0,1.3254,0,-5.2864e-12,2.5512,0,1.634e+09,3.8803e+05,1.6345e+09,1778.2,0.15724,0.30342,3399.2,6.419e+17,3.5e-05,1.1185e-07,0.25803,156.01,-4.2799e+07,2923.1,1.3858e-11,10,9.8389e+18,0.31773,1,2.508e+05,0,2.508e+05,0
3324,0,1.3245,0,-1.2858e-11,2.5477,0,1.6137e+09,7.4928e+05,1.6146e+09,1787.4,0.1546,0.31585,3397.8,6.4132e+17,3.5e-05,1.1668e-07,0.26376,165.47,-4.2188e+07,2920.3,1.3223e-11,10,9.7276e+18,0.33142,1,2.514e+05,0,2.514e+05,0
3319.8,0,1.3217,0,-1.0621e-11,2.6097,0,1.5933e+09,1.1407e+06,1.5947e+09,1798.5,0.1596,0.33347,3396.2,5.9247e+17,3.5e-05,1.2295e-07,0.27199,176.83,-4.1551e+07,2917.3,1.4419e-11,10,9.1371e+18,0.34913,1,2.52e+05,0,2.52e+05,0
3315.6,0,1.319,0,-8.3842e-12,2.6716,0,1.573e+09,1.5321e+06,1.5748e+09,1809.6,0.1646,0.35109,3394.7,5.4361e+17,3.5e-05,1.2921e-07,0.28023,188.19,-4.0913e+07,2914.3,1.5615e-11,10,8.5467e+18,0.36685,1,2.526e+05,0,2.526e+05,0
3311.5,0,1.316,0,-5.4912e-12,2.741,0,1.5527e+09,1.8758e+06,1.555e+09,1819.7,0.16963,0.36814,3393.2,4.9728e+17,3.5e-05,1.3503e-07,0.2876,198.57,-4.0267e+07,2911.4,1.6837e-11,10,7.992e+18,0.38329,1,2.532e+05,0,2.532e+05,0
3308,0,1.3118,0,1.9954e-12,2.8623,0,1.5329e+09,1.885e+06,1.5352e+09,1823,0.17481,0.38129,3392.6,4.6869e+17,3.5e-05,1.3772e-07,0.28887,202.14,-3.9558e+07,2909.1,1.825e-11,10,7.6875e+18,0.39081,1,2.538e+05,0,2.538e+05,0
3304.6,0,1.3075,0,9.4819e-12,2.9837,0,1.5131e+09,1.8943e+06,1.5154e+09,1826.3,0.17999,0.39443,3391.9,4.4009e+17,3.5e-05,1.4041e-07,0.29014,205.7,-3.885e+07,2906.9,1.9663e-11,10,7.383e+18,0.39834,1,2.544e+05,0,2.544e+05,0
3301.2,0,1.3032,0,1.6968e-11,3.105,0,1.4933e+09,1.9036e+06,1.4956e+09,1829.5,0.18517,0.40758,3391.3,4.1149e+17,3.5e-05,1.431e-07,0.29141,209.26,-3.8142e+07,2904.7,2.1076e-11,10,7.0784e+18,0.40587,1,2.55e+05,0,2.55e+05,0
3312.1,0,1.2951,0,9.5063e-12,2.799,0,1.4722e+09,2.9561e+06,1.4757e+09,1815.8,0.16509,0.39131,3392.7,5.6053e+17,3.5e-05,1.3714e-07,0.27984,195.78,-3.7578e+07,2904.2,1.6593e-11,10,8.7133e+18,0.38889,1,2.556e+05,0,2.556e+05,0
3323.1,0,1.287,0,2.0442e-12,2.493,0,1.4511e+09,4.0086e+06,1.4557e+09,1802,0.14502,0.37504,3394.1,7.0956e+17,3.5e-05,1.3118e-07,0.26827,182.3,-3.7015e+07,2903.7,1.2111e-11,10,1.0348e+19,0.37192,1,2.562e+05,0,2.562e+05,0
3334,0,1.2789,0,-5.418e-12,2.187,0,1.43e+09,5.0611e+06,1.4358e+09,1788.3,0.12495,0.35877,3395.5,8.586e+17,3.5e-05,1.2522e-07,0.2567,168.82,-3.6451e+07,2903.2,7.6283e-12,10,1.1983e+19,0.35494,1,2.568e+05,0,2.568e+05,0
3326.6,0,1.2678,0,-4.8064e-12,2.322,0,1.4091e+09,6.0218e+06,1.4162e+09,1760.6,0.14535,0.33863,3398.5,7.7555e+17,3.5e-05,1.1574e-07,0.24857,141.38,-3.554e+07,2904.2,1.2644e-11,10,1.1492e+19,0.32769,1,2.574e+05,0,2.574e+05,0
3316.5,0,1.2563,0,-3.0414e-12,2.52,0,1.3882e+09,6.9695e+06,1.3967e+09,1730.9,0.17154,0.31794,3401.8,6.5934e+17,3.5e-05,1.0574e-07,0.24093,111.94,-3.4581e+07,2905.3,1.9017e-11,10,1.0697e+19,0.29899,1,2.58e+05,0,2.58e+05,0
3306.5,0,1.2447,0,-1.2764e-12,2.718,0,1.3672e+09,7.9172e+06,1.3771e+09,1701.2,0.19772,0.29725,3405.2,5.4314e+17,3.5e-05,9.5751e-08,0.23328,82.505,-3.3621e+07,2906.5,2.539e-11,10,9.9022e+18,0.27028,1,2.586e+05,0,2.586e+05,0
3287.8,0,1.2303,0,5.3074e-11,2.6975,0,1.3481e+09,7.463e+06,1.3578e+09,1673.2,0.24023,0.25854,3408.3,4.2652e+17,3.5e-05,8.1612e-08,0.21505,54.816,-3.2431e+07,2907.5,4.2737e-11,10,9.1198e+18,0.2316,1,2.592e+05,0,2.592e+05,0
3266.1,0,1.2149,0,1.2495e-10,2.6041,0,1.3295e+09,6.5415e+06,1.3386e+09,1645.8,0.28818,0.21382,3411.3,3.0978e+17,3.5e-05,6.6091e-08,0.19328,27.709,-3.1164e+07,2908.4,6.3741e-11,10,8.3416e+18,0.1896,1,2.598e+05,0,2.598e+05,0
3244.5,0,1.1995,0,1.9683e-10,2.5107,0,1.311e+09,5.6201e+06,1.3194e+09,1618.4,0.33613,0.1691,3414.3,1.9303e+17,3.5e-05,5.057e-08,0.17151,0.60299,-2.9897e+07,2909.3,8.4745e-11,10,7.5634e+18,0.14761,1,2.604e+05,0,2.604e+05,0
3224.3,0,1.187,0,1.7403e-10,2.3989,0,1.2927e+09,4.5461e+06,1.2999e+09,1597,0.379,0.12967,3416.6,1.2959e+17,3.5e-05,3.804e-08,0.14213,-20.54,-2.8905e+07,2909.6,1.039e-10,10,7.0926e+18,0.11262,1,2.61e+05,0,2.61e+05,0
3205.1,0,1.1763,0,9.4429e-11,2.2761,0,1.2747e+09,3.3806e+06,1.2802e+09,1579.2,0.41882,0.093413,3418.5,9.8139e+16,3.5e-05,2.7304e-08,0.1082,-38.105,-2.8078e+07,2909.5,1.2193e-10,10,6.8061e+18,0.081842,1,2.616e+05,0,2.616e+05,0
3185.9,0,1.1655,0,1.4825e-11,2.1533,0,1.2566e+09,2.2152e+06,1.2606e+09,1561.4,0.45863,0.057156,3420.4,6.6689e+16,3.5e-05,1.6568e-08,0.074269,-55.67,-2.7251e+07,2909.4,1.3997e-10,10,6.5197e+18,0.051063,1,2.622e+05,0,2.622e+05,0
3165.7,0,1.1626,0,-2.0138e-11,2.0554,0,1.2387e+09,1.1626e+06,1.2408e+09,1545,0.49954,0.032383,3422.1,4.5339e+16,3.5e-05,9.4075e-09,0.048134,-71.802,-2.6585e+07,2909.1,1.5277e-10,10,6.2792e+18,0.029966,1,2.628e+05,0,2.628e+05,0
3144.6,0,1.1675,0,-1.0459e-11,1.9823,0,1.2208e+09,2.2282e+05,1.2208e+09,1530,0.54154,0.019092,3423.6,3.4091e+16,3.5e-05,5.8237e-09,0.029797,-86.501,-2.6081e+07,2908.7,1.6034e-10,10,6.0848e+18,0.01855,1,2.634e+05,0,2.634e+05,0
3123.4,0,1.1725,0,-7.8062e-13,1.9093,0,1.2029e+09,-7.1691e+05,1.2008e+09,1515,0.58354,0.0058017,3425.2,2.2843e+16,3.5e-05,2.2399e-09,0.01146,-101.2,-2.5577e+07,2908.3,1.679e-10,10,5.8903e+18,0.0071348,1,2.64e+05,0,2.64e+05,0
3106.1,0,1.1791,0,9.7689e-12,1.8486,0,1.185e+09,-1.555e+06,1.1808e+09,1499.9,0.61776,-0.0025829,3426.7,1.5046e+16,3.5e-05,0,0,-116.07,-2.5143e+07,2907.8,1.7136e-10,10,5.7996e+18,0,1,2.646e+05,0,2.646e+05,0
3095.3,0,1.1887,0,2.177e-11,1.8085,0,1.1671e+09,-2.2238e+06,1.1606e+09,1484.4,0.639,-0.0027911,3428.3,1.3004e+16,3.5e-05,0,0,-131.24,-2.4824e+07,2907.4,1.6799e-10,10,5.8817e+18,0,1,2.652e+05,0,2.652e+05,0
3084.6,0,1.1983,0,3.3771e-11,1.7684,0,1.1492e+09,-2.8926e+06,1.1404e+09,1469,0.66025,-0.0029992,3429.9,1.0961e+16,3.5e-05,0,0,-146.4,-2.4505e+07,2907,1.6462e-10,10,5.9638e+18,0,1,2.658e+05,0,2.658e+05,0
3076.1,0,1.2076,0,4.1196e-11,1.735,0,1.1313e+09,-3.5407e+06,1.1204e+09,1453.7,0.6769,-0.0030093,3431.5,9.4698e+15,3.5e-05,0,0,-161.46,-2.41e+07,2906.5,1.6188e-10,10,6.0922e+18,0,1,2.664e+05,0,2.664e+05,0
3074.8,0,1.216,0,3.489e-11,1.7218,0,1.1135e+09,-4.1266e+06,1.1006e+09,1438.6,0.67981,-0.0024257,3433,9.6319e+15,3.5e-05,0,0,-176.22,-2.3434e+07,2906.1,1.6101e-10,10,6.3594e+18,0,1,2.67e+05,0,2.67e+05,0
3073.4,0,1.2244,0,2.8585e-11,1.7085,0,1.0956e+09,-4.7125e+06,1.0808e+09,1423.6,0.68271,-0.001842,3434.6,9.794e+15,3.5e-05,0,0,-190.98,-2.2769e+07,2905.6,1.6014e-10,10,6.6266e+18,0,1,2.676e+05,0,2.676e+05,0
3072.7,0,1.2337,0,2.3561e-11,1.6969,0,1.0778e+09,-5.3093e+06,1.061e+09,1408.5,0.68451,-0.001303,3436.1,1.0093e+16,3.5e-05,0,0,-205.78,-2.2066e+07,2905.2,1.5959e-10,10,6.9126e+18,0,1,2.682e+05,0,2.682e+05,0
3076.1,0,1.2492,0,2.7508e-11,1.696,0,1.06e+09,-5.9821e+06,1.0415e+09,1393.1,0.67857,-0.0010761,3437.7,1.1346e+16,3.5e-05,0,0,-220.91,-2.1105e+07,2904.8,1.6126e-10,10,7.3306e+18,0,1,2.688e+05,0,2.688e+05,0
3079.5,0,1.2647,0,3.1455e-11,1.6951,0,1.0422e+09,-6.6549e+06,1.022e+09,1377.7,0.67264,-0.0008493,3439.3,1.26e+16,3.5e-05,0,0,-236.04,-2.0144e+07,2904.4,1.6293e-10,10,7.7486e+18,0,1,2.694e+05,0,2.694e+05,0
3082.9,0,1.2801,0,3.5402e-11,1.6942,0,1.0245e+09,-7.3277e+06,1.0025e+09,1362.3,0.6667,-0.00062246,3440.9,1.3854e+16,3.5e-05,0,0,-251.17,-1.9183e+07,2904,1.646e-10,10,8.1666e+18,0,1,2.7e+05,0,2.7e+05,0
3090.9,0,1.298,0,2.9644e-11,1.6972,0,1.0067e+09,-8.1812e+06,9.8331e+08,1345.8,0.65279,-0.00055619,3442.6,1.7438e+16,3.5e-05,0,0,-267.44,-1.7877e+07,2903.7,1.6691e-10,10,8.8273e+18,0,1,2.706e+05,0,2.706e+05,0
3098.8,0,1.3159,0,2.3886e-11,1.7001,0,9.8904e+08,-9.0347e+06,9.6415e+08,1329.3,0.63889,-0.00048991,3444.4,2.1022e+16,3.5e-05,0,0,-283.7,-1.6571e+07,2903.4,1.6922e-10,10,9.488e+18,0,1,2.712e+05,0,2.712e+05,0
3106.8,0,1.3338,0,1.8128e-11,1.703,0,9.7134e+08,-9.8883e+06,9.4499e+08,1312.7,0.62499,-0.00042364,3446.1,2.4607e+16,3.5e-05,0,0,-299.97,-1.5265e+07,2903.2,1.7153e-10,10,1.0149e+19,0,1,2.718e+05,0,2.718e+05,0
